,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
1203,Vincenzo Grifo,it ITA,DF,25.0,5.1,1,16.0,2.0,12.5,3.16,0.4,0.0,0.0,21.8,2.0,1,1,1.5,0.7,0.06,-0.5,-0.7,Matches,Hoffenheim
1204,Dennis Geiger,de GER,MF,20.0,3.4,0,5.0,2.0,40.0,1.46,0.58,0.0,0.0,26.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Hoffenheim
1205,Gregor Kobel,ch SUI,GK,20.0,3.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim
1206,Justin Hoogma,nl NED,MF,20.0,2.6,0,2.0,1.0,50.0,0.76,0.38,0.0,0.0,24.6,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Hoffenheim
1207,Christoph Baumgartner,at AUT,MF,18.0,0.9,0,2.0,0.0,0.0,2.12,0.0,0.0,,18.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Hoffenheim
1208,David Otto,de GER,FW,19.0,0.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim
1209,Lukas Rupp,de GER,MF,27.0,0.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim
1210,Alfons Amade,de GER,DF,18.0,0.1,0,1.0,0.0,0.0,10.0,0.0,0.0,,9.0,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,Hoffenheim
1211,Robin Hack,de GER,MF,19.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Hoffenheim
1212,Christopher Schindler,de GER,DF,28.0,37.2,1,14.0,3.0,21.4,0.38,0.08,0.07,0.33,9.5,0.0,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches,Huddersfield
1213,Jonas Lössl,dk DEN,GK,29.0,31.9,0,1.0,0.0,0.0,0.03,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1214,Terence Kongolo,nl NED,DF,24.0,30.2,1,14.0,4.0,28.6,0.46,0.13,0.07,0.25,13.0,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,Huddersfield
1215,Jonathan Hogg,eng ENG,MF,29.0,27.3,0,9.0,1.0,11.1,0.33,0.04,0.0,0.0,19.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,Huddersfield
1216,Aaron Mooy,au AUS,"MF,FW",27.0,26.1,3,39.0,13.0,33.3,1.49,0.5,0.05,0.15,23.0,8.0,1,1,2.4,1.6,0.04,0.6,0.4,Matches,Huddersfield
1217,Mathias Jørgensen,dk DEN,DF,28.0,24.9,3,8.0,4.0,50.0,0.32,0.16,0.38,0.75,13.0,0.0,0,0,1.0,1.0,0.13,2.0,2.0,Matches,Huddersfield
1218,Erik Durm,de GER,DF,26.0,24.7,0,8.0,0.0,0.0,0.32,0.0,0.0,,21.3,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,Huddersfield
1219,Philip Billing,dk DEN,MF,22.0,24.3,2,43.0,9.0,20.9,1.77,0.37,0.05,0.22,23.3,3.0,0,0,1.8,1.8,0.04,0.2,0.2,Matches,Huddersfield
1220,Alex Pritchard,eng ENG,"MF,FW",25.0,24.1,2,51.0,14.0,27.5,2.11,0.58,0.04,0.14,19.5,1.0,0,0,3.4,3.4,0.07,-1.4,-1.4,Matches,Huddersfield
1221,Chris Löwe,de GER,"DF,MF",29.0,24.0,0,20.0,6.0,30.0,0.83,0.25,0.0,0.0,23.9,1.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,Huddersfield
1222,Florent Hadergjonaj,xk KVX,"DF,MF",24.0,20.5,0,6.0,2.0,33.3,0.29,0.1,0.0,0.0,18.7,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,Huddersfield
1223,Steve Mounié,bj BEN,FW,23.0,20.3,2,65.0,25.0,38.5,3.21,1.23,0.03,0.08,13.6,0.0,0,0,5.3,5.3,0.08,-3.3,-3.3,Matches,Huddersfield
1224,Juninho Bacuna,cw CUW,"MF,DF",20.0,17.2,1,17.0,8.0,47.1,0.99,0.47,0.06,0.13,26.4,2.0,0,0,0.5,0.5,0.03,0.5,0.5,Matches,Huddersfield
1225,Elias Kachunga,cd COD,"FW,MF",26.0,15.1,0,15.0,3.0,20.0,0.99,0.2,0.0,0.0,13.2,0.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,Huddersfield
1226,Tommy Smith,eng ENG,DF,26.0,13.7,0,3.0,0.0,0.0,0.22,0.0,0.0,,27.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Huddersfield
1227,Laurent Depoitre,be BEL,FW,29.0,13.4,0,37.0,7.0,18.9,2.77,0.52,0.0,0.0,11.0,0.0,0,0,3.5,3.5,0.11,-3.5,-3.5,Matches,Huddersfield
1228,Isaac Mbenza,be BEL,"FW,MF",22.0,12.2,1,16.0,6.0,37.5,1.32,0.49,0.06,0.17,22.3,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,Huddersfield
1229,Jon Gorenc Stanković,si SVN,"MF,DF",22.0,9.9,1,9.0,2.0,22.2,0.91,0.2,0.11,0.5,15.1,0.0,0,0,0.9,0.9,0.1,0.1,0.1,Matches,Huddersfield
1230,Karlan Grant,eng ENG,"FW,MF",20.0,9.7,3,21.0,10.0,47.6,2.16,1.03,0.14,0.3,15.9,0.0,0,0,2.7,2.7,0.13,0.3,0.3,Matches,Huddersfield
1231,Ben Hamer,eng ENG,GK,30.0,7.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1232,Adama Diakhaby,fr FRA,"FW,MF",22.0,6.9,0,7.0,3.0,42.9,1.01,0.43,0.0,0.0,18.2,0.0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches,Huddersfield
1233,Jason Puncheon,eng ENG,"MF,FW",32.0,5.2,0,7.0,0.0,0.0,1.33,0.0,0.0,,21.2,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,Huddersfield
1234,Rajiv van La Parra,nl NED,"MF,FW",27.0,4.5,0,5.0,0.0,0.0,1.11,0.0,0.0,,23.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,Huddersfield
1235,Danny Williams,us USA,MF,29.0,1.8,0,3.0,0.0,0.0,1.65,0.0,0.0,,27.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Huddersfield
1236,Abdelhamid Sabiri,de GER,FW,21.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1237,Joel Coleman,eng ENG,GK,22.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1238,Ramadan Sobhi,eg EGY,FW,21.0,0.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1239,Matty Daly,eng ENG,MF,17.0,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1240,Aaron Rowe,eng ENG,FW,17.0,0.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1241,Demeaco Duhaney,eng ENG,DF,19.0,0.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1242,Collin Quaner,de GER,"FW,MF",27.0,0.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Huddersfield
1243,Moi Gómez,es ESP,MF,24.0,33.9,2,25.0,8.0,32.0,0.74,0.24,0.08,0.25,22.0,2.0,0,0,1.8,1.8,0.07,0.2,0.2,Matches,huesca
1244,Jorge Pulido,es ESP,DF,27.0,31.6,3,17.0,5.0,29.4,0.54,0.16,0.18,0.6,12.4,0.0,0,0,1.9,1.9,0.11,1.1,1.1,Matches,huesca
1245,Xabier Etxeita,es ESP,DF,30.0,30.7,4,24.0,8.0,33.3,0.78,0.26,0.17,0.5,10.0,0.0,0,0,2.3,2.3,0.1,1.7,1.7,Matches,huesca
1246,Jorge Miramón,es ESP,DF,29.0,28.5,1,14.0,4.0,28.6,0.49,0.14,0.07,0.25,22.2,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,huesca
1247,David Ferreiro,es ESP,"FW,MF",30.0,25.3,1,37.0,12.0,32.4,1.46,0.47,0.03,0.08,19.1,3.0,0,0,2.7,2.7,0.07,-1.7,-1.7,Matches,huesca
1248,Ezequiel Ávila,ar ARG,"FW,MF",24.0,24.2,10,94.0,25.0,26.6,3.89,1.03,0.1,0.36,19.4,2.0,1,1,6.6,5.9,0.07,3.4,3.1,Matches,huesca
1249,Cucho,co COL,FW,19.0,23.9,4,79.0,24.0,30.4,3.31,1.0,0.03,0.08,15.9,3.0,2,2,10.0,8.5,0.11,-6.0,-6.5,Matches,huesca
1250,Roberto Santamaría,es ESP,GK,33.0,20.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,huesca
1251,Cristian Rivera,es ESP,MF,21.0,19.8,2,14.0,6.0,42.9,0.71,0.3,0.14,0.33,18.5,0.0,0,0,1.1,1.1,0.08,0.9,0.9,Matches,huesca
1252,Damián Musto,ar ARG,MF,31.0,19.2,0,16.0,2.0,12.5,0.83,0.1,0.0,0.0,19.6,1.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,huesca
1253,Enric Gallego,es ESP,FW,31.0,17.1,5,31.0,11.0,35.5,1.81,0.64,0.16,0.45,12.1,0.0,0,0,3.6,3.6,0.12,1.4,1.4,Matches,huesca
1254,Javi Galán,es ESP,"DF,MF",23.0,16.0,0,1.0,0.0,0.0,0.06,0.0,0.0,,18.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,huesca
1255,Gonzalo Melero,es ESP,MF,24.0,15.9,2,20.0,6.0,30.0,1.25,0.38,0.05,0.17,15.8,0.0,1,2,4.0,2.5,0.13,-2.0,-1.5,Matches,huesca
1256,Yangel Herrera,ve VEN,"MF,DF",20.0,12.8,0,16.0,2.0,12.5,1.25,0.16,0.0,0.0,22.1,1.0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,huesca
1257,Carlos Akapo,gq EQG,DF,25.0,12.4,0,8.0,2.0,25.0,0.65,0.16,0.0,0.0,22.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,huesca
1258,Aleksandar Jovanović,rs SRB,GK,25.0,12.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,huesca
1259,Álex Gallar,es ESP,"MF,FW",26.0,11.2,4,26.0,9.0,34.6,2.32,0.8,0.12,0.33,20.0,3.0,1,1,3.5,2.7,0.1,0.5,0.3,Matches,huesca
1260,Pablo Insua,es ESP,DF,24.0,10.6,0,1.0,1.0,100.0,0.09,0.09,0.0,0.0,12.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,huesca
1261,Rúben Semedo,pt POR,DF,24.0,9.8,0,7.0,0.0,0.0,0.71,0.0,0.0,,9.1,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,huesca
1262,Adrián Diéguez,es ESP,DF,22.0,8.3,0,1.0,1.0,100.0,0.12,0.12,0.0,0.0,5.8,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,huesca
1263,Samuele Longo,it ITA,"FW,MF",26.0,8.2,1,13.0,6.0,46.2,1.59,0.73,0.08,0.17,8.2,0.0,0,0,2.3,2.3,0.19,-1.3,-1.3,Matches,huesca
1264,Axel Werner,ar ARG,GK,22.0,8.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,huesca
1265,Martín Mantovani,ar ARG,DF,34.0,7.8,2,5.0,3.0,60.0,0.64,0.39,0.4,0.67,9.1,0.0,0,0,0.5,0.5,0.1,1.5,1.5,Matches,huesca
1266,Juanpi,ve VEN,"MF,FW",24.0,7.4,2,14.0,2.0,14.3,1.88,0.27,0.07,0.5,21.3,3.0,1,1,1.6,0.8,0.06,0.4,0.2,Matches,huesca
1267,Serdar Gürler,tr TUR,"FW,MF",26.0,7.2,0,9.0,2.0,22.2,1.24,0.28,0.0,0.0,14.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,huesca
1268,Luisinho,pt POR,DF,33.0,5.6,0,3.0,1.0,33.3,0.53,0.18,0.0,0.0,28.3,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,huesca
1269,Juan Aguilera,es ESP,MF,32.0,5.3,0,4.0,1.0,25.0,0.75,0.19,0.0,0.0,17.8,0.0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,huesca
1270,Lluís Sastre,es ESP,MF,32.0,3.1,0,2.0,2.0,100.0,0.64,0.64,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,huesca
1271,Rajko Brežančić,rs SRB,DF,28.0,2.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,huesca
1272,Juanjo Camacho,es ESP,MF,37.0,0.7,0,4.0,2.0,50.0,5.37,2.69,0.0,0.0,27.9,0.0,0,1,0.1,0.1,0.03,-0.1,-0.1,Matches,huesca
1273,Javier Almerge,,DF,,0.7,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,,Matches,huesca
1274,Samir Handanović,si SVN,GK,34.0,49.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Inter
1275,Milan Škriniar,sk SVK,DF,23.0,46.2,0,17.0,4.0,23.5,0.39,0.09,0.0,0.0,10.2,0.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,Inter
1276,Ivan Perišić,hr CRO,"FW,MF",29.0,39.9,9,125.0,34.0,27.2,3.19,0.87,0.06,0.21,15.9,4.0,2,2,12.7,11.2,0.09,-3.7,-4.2,Matches,Inter
1277,Kwadwo Asamoah,gh GHA,DF,29.0,39.8,0,15.0,3.0,20.0,0.39,0.08,0.0,0.0,25.9,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches,Inter
1278,Marcelo Brozović,hr CRO,MF,25.0,39.3,2,28.0,6.0,21.4,0.76,0.16,0.07,0.33,25.9,3.0,0,1,1.9,1.1,0.04,0.1,0.9,Matches,Inter
1279,Matteo Politano,it ITA,"FW,MF",24.0,38.0,6,96.0,26.0,27.1,2.64,0.72,0.06,0.23,20.5,4.0,0,0,6.7,6.7,0.07,-0.7,-0.7,Matches,Inter
1280,Danilo D'Ambrosio,it ITA,DF,29.0,36.1,2,21.0,8.0,38.1,0.6,0.23,0.1,0.25,11.7,0.0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches,Inter
1281,Stefan de Vrij,nl NED,DF,26.0,35.9,2,23.0,8.0,34.8,0.64,0.22,0.09,0.25,10.0,0.0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches,Inter
1282,Mauro Icardi,ar ARG,FW,25.0,33.0,17,91.0,29.0,31.9,2.92,0.93,0.11,0.34,11.6,1.0,7,8,19.4,14.9,0.16,-4.4,-4.9,Matches,Inter
1283,Matías Vecino,uy URU,MF,26.0,32.2,5,61.0,18.0,29.5,1.94,0.57,0.08,0.28,14.8,0.0,0,0,7.2,7.2,0.12,-2.2,-2.2,Matches,Inter
1284,Radja Nainggolan,be BEL,MF,30.0,27.0,7,80.0,20.0,25.0,2.98,0.75,0.09,0.35,22.7,0.0,0,0,4.4,4.4,0.06,2.6,2.6,Matches,Inter
1285,Lautaro Martínez,ar ARG,FW,20.0,19.7,9,65.0,21.0,32.3,3.56,1.15,0.08,0.24,13.2,0.0,2,2,8.1,6.6,0.1,-2.1,-2.6,Matches,Inter
1286,Borja Valero,es ESP,MF,33.0,19.5,0,16.0,3.0,18.8,0.83,0.16,0.0,0.0,19.4,0.0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,Inter
1287,Miranda,br BRA,DF,33.0,17.5,0,5.0,1.0,20.0,0.31,0.06,0.0,0.0,8.7,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,Inter
1288,Roberto Gagliardini,it ITA,MF,24.0,13.6,5,22.0,11.0,50.0,1.82,0.91,0.23,0.45,15.1,0.0,0,0,2.7,2.7,0.12,2.3,2.3,Matches,Inter
1289,João Mário,pt POR,"MF,FW",25.0,13.0,1,16.0,3.0,18.8,1.33,0.25,0.06,0.33,19.6,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,Inter
1290,Antonio Candreva,it ITA,"FW,MF",31.0,11.8,3,27.0,8.0,29.6,2.81,0.83,0.04,0.13,20.8,1.0,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches,Inter
1291,Keita Baldé,sn SEN,"FW,MF",23.0,11.7,5,33.0,20.0,60.6,2.82,1.71,0.15,0.25,15.3,0.0,0,0,3.7,3.7,0.11,1.3,1.3,Matches,Inter
1292,Šime Vrsaljko,hr CRO,DF,26.0,10.2,0,1.0,1.0,100.0,0.11,0.11,0.0,0.0,32.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Inter
1293,Dalbert Henrique,br BRA,DF,24.0,9.6,1,6.0,0.0,0.0,0.69,0.0,0.0,,24.9,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,Inter
1294,Cédric Soares,pt POR,DF,26.0,5.9,0,5.0,0.0,0.0,0.88,0.0,0.0,,21.8,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Inter
1295,Andrea Ranocchia,it ITA,"DF,MF",30.0,3.0,1,4.0,2.0,50.0,1.99,0.99,0.25,0.5,13.4,0.0,0,0,0.3,0.3,0.06,0.7,0.7,Matches,Inter
1296,Daniele Padelli,it ITA,GK,32.0,1.0,0,,,,,,,,,,0,0,,,,,,Matches,Inter
1297,Sebastiano Esposito,it ITA,MF,16.0,0.2,0,1.0,0.0,0.0,5.0,0.0,0.0,,7.0,0.0,0,0,0.2,0.2,0.2,-0.2,-0.2,Matches,Inter
1298,Davide Merola,it ITA,MF,18.0,0.1,0,1.0,0.0,0.0,8.18,0.0,0.0,,24.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Inter
1299,Yann Karamoh,fr FRA,MF,20.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Inter
1300,Wojciech Szczęsny,pl POL,GK,28.0,41.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1301,Cristiano Ronaldo,pt POR,FW,33.0,40.5,28,222.0,76.0,34.2,5.67,1.94,0.1,0.29,18.0,23.0,6,7,27.3,22.0,0.1,-0.3,-1.0,Matches,Juventus
1302,Leonardo Bonucci,it ITA,DF,31.0,39.5,3,19.0,6.0,31.6,0.49,0.16,0.16,0.5,17.5,0.0,0,0,1.9,1.9,0.1,1.1,1.1,Matches,Juventus
1303,Alex Sandro,br BRA,DF,27.0,36.9,1,27.0,8.0,29.6,0.75,0.22,0.04,0.13,14.5,0.0,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches,Juventus
1304,Blaise Matuidi,fr FRA,MF,31.0,36.4,3,22.0,8.0,36.4,0.62,0.23,0.14,0.38,13.5,0.0,0,0,2.1,2.1,0.1,0.9,0.9,Matches,Juventus
1305,Miralem Pjanić,ba BIH,MF,28.0,36.3,4,45.0,10.0,22.2,1.28,0.29,0.04,0.2,23.7,5.0,2,2,3.5,2.0,0.05,0.5,0.0,Matches,Juventus
1306,Paulo Dybala,ar ARG,"FW,MF",24.0,31.3,10,90.0,31.0,34.4,2.95,1.02,0.1,0.29,19.6,4.0,1,1,9.2,8.5,0.1,0.8,0.5,Matches,Juventus
1307,Giorgio Chiellini,it ITA,DF,33.0,30.4,1,19.0,5.0,26.3,0.65,0.17,0.05,0.2,11.1,0.0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches,Juventus
1308,Rodrigo Bentancur,uy URU,MF,21.0,30.3,2,27.0,3.0,11.1,0.92,0.1,0.07,0.67,20.3,0.0,0,0,1.6,1.6,0.06,0.4,0.4,Matches,Juventus
1309,João Cancelo,pt POR,DF,24.0,28.9,1,33.0,7.0,21.2,1.17,0.25,0.03,0.14,21.5,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,Juventus
1310,Mario Mandžukić,hr CRO,FW,32.0,28.8,10,42.0,23.0,54.8,1.46,0.8,0.24,0.43,8.3,0.0,0,0,6.9,6.9,0.17,3.1,3.1,Matches,Juventus
1311,Emre Can,de GER,MF,24.0,25.2,4,35.0,9.0,25.7,1.45,0.37,0.09,0.33,17.5,0.0,1,1,3.3,2.5,0.07,0.7,0.5,Matches,Juventus
1312,Mattia De Sciglio,it ITA,DF,25.0,24.8,0,7.0,0.0,0.0,0.31,0.0,0.0,,25.0,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,Juventus
1313,Federico Bernardeschi,it ITA,"FW,MF",24.0,24.6,3,64.0,21.0,32.8,2.84,0.93,0.03,0.1,19.3,5.0,0,0,4.6,4.6,0.07,-2.6,-2.6,Matches,Juventus
1314,Daniele Rugani,it ITA,DF,24.0,19.0,2,10.0,3.0,30.0,0.55,0.17,0.2,0.67,6.9,0.0,0,0,1.3,1.3,0.13,0.7,0.7,Matches,Juventus
1315,Juan Cuadrado,co COL,"MF,DF",30.0,17.2,1,19.0,3.0,15.8,1.11,0.17,0.05,0.33,22.1,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches,Juventus
1316,Douglas Costa,br BRA,"FW,MF",27.0,10.8,1,28.0,8.0,28.6,2.9,0.83,0.04,0.13,20.5,0.0,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches,Juventus
1317,Sami Khedira,de GER,MF,31.0,10.8,2,22.0,6.0,27.3,2.44,0.67,0.09,0.33,13.8,0.0,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches,Juventus
1318,Mattia Perin,it ITA,GK,25.0,9.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1319,Leonardo Spinazzola,it ITA,DF,25.0,8.3,0,8.0,0.0,0.0,1.08,0.0,0.0,,18.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,Juventus
1320,Moise Kean,it ITA,FW,18.0,7.5,7,25.0,10.0,40.0,3.69,1.48,0.24,0.6,13.7,0.0,0,0,4.2,4.2,0.17,1.8,1.8,Matches,Juventus
1321,Martín Cáceres,uy URU,DF,31.0,7.0,0,4.0,1.0,25.0,0.57,0.14,0.0,0.0,13.3,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,Juventus
1322,Medhi Benatia,ma MAR,DF,31.0,6.0,0,3.0,0.0,0.0,0.5,0.0,0.0,,12.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,Juventus
1323,Andrea Barzagli,it ITA,DF,37.0,4.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1324,Matheus Pereira da Silva,br BRA,MF,20.0,1.0,0,2.0,0.0,0.0,1.96,0.0,0.0,,18.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Juventus
1325,Paolo Gozzi Iweru,it ITA,DF,17.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1326,Carlo Pinsoglio,it ITA,GK,28.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1327,Grigoris Kastanos,cy CYP,MF,20.0,0.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1328,Hans Nicolussi Caviglia,it ITA,"MF,FW",18.0,0.6,0,1.0,1.0,100.0,1.58,1.58,0.0,0.0,28.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Juventus
1329,Manolo Portanova,it ITA,MF,18.0,0.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1330,Stephy Mavididi,eng ENG,FW,20.0,0.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Juventus
1331,Francesco Acerbi,it ITA,DF,30.0,50.1,3,24.0,10.0,41.7,0.54,0.22,0.13,0.3,10.3,0.0,0,0,3.4,3.4,0.14,-0.4,-0.4,Matches,Lazio
1332,Thomas Strakosha,al ALB,GK,23.0,44.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Lazio
1333,Ciro Immobile,it ITA,FW,28.0,41.1,19,129.0,48.0,37.2,3.57,1.33,0.09,0.23,15.8,1.0,5,6,17.1,13.4,0.1,-1.1,-2.4,Matches,Lazio
1334,Senad Lulić,ba BIH,"DF,MF",32.0,40.6,4,30.0,9.0,30.0,0.82,0.25,0.13,0.44,17.3,0.0,0,0,3.4,3.4,0.11,0.6,0.6,Matches,Lazio
1335,Marco Parolo,it ITA,MF,33.0,34.9,6,64.0,19.0,29.7,2.0,0.59,0.09,0.32,14.7,0.0,0,0,5.3,5.3,0.08,0.7,0.7,Matches,Lazio
1336,Sergej Milinković-Savić,rs SRB,MF,23.0,33.6,7,85.0,27.0,31.8,2.84,0.9,0.06,0.19,18.0,7.0,0,0,6.0,6.0,0.07,-1.0,-1.0,Matches,Lazio
1337,Joaquín Correa,ar ARG,"FW,MF",23.0,30.2,9,77.0,31.0,40.3,2.91,1.17,0.09,0.23,16.3,1.0,0,0,8.0,8.0,0.1,-1.0,-1.0,Matches,Lazio
1338,Lucas Leiva,br BRA,MF,31.0,30.1,0,16.0,2.0,12.5,0.65,0.08,0.0,0.0,20.2,1.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,Lazio
1339,Adam Marušić,me MNE,"DF,MF",25.0,29.9,2,20.0,9.0,45.0,0.75,0.34,0.1,0.22,16.4,0.0,0,0,1.8,1.8,0.09,0.2,0.2,Matches,Lazio
1340,Ștefan Radu,ro ROU,DF,31.0,29.9,0,11.0,0.0,0.0,0.39,0.0,0.0,,11.4,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,Lazio
1341,Luis Alberto,es ESP,"MF,FW",25.0,28.3,6,76.0,18.0,23.7,3.1,0.73,0.05,0.22,21.5,9.0,1,1,5.4,4.7,0.06,-0.4,-0.7,Matches,Lazio
1342,Felipe Caicedo,ec ECU,FW,29.0,21.9,9,45.0,16.0,35.6,2.25,0.8,0.18,0.5,13.4,0.0,1,1,7.4,6.6,0.15,1.6,1.4,Matches,Lazio
1343,Luiz Felipe,br BRA,DF,21.0,21.7,1,11.0,3.0,27.3,0.59,0.16,0.09,0.33,17.0,0.0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,Lazio
1344,Bastos,ao ANG,DF,27.0,20.3,1,14.0,3.0,21.4,0.86,0.18,0.07,0.33,16.6,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches,Lazio
