,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club,Player▲,Sh▼
1167,Fabian Schär,ch SUI,DF,25.0,26.7,2,19.0,6.0,31.6,0.77,0.24,0.11,0.33,13.3,1.0,0,0,3.5,3.5,0.18,-1.5,-1.5,Matches,la coruna,,
1168,Adrián López,es ESP,"FW,MF",29.0,26.3,9,60.0,21.0,35.0,2.3,0.81,0.15,0.43,11.6,1.0,0,0,7.6,7.6,0.13,1.4,1.4,Matches,la coruna,,
1169,Celso Borges,cr CRC,MF,29.0,25.5,3,31.0,8.0,25.8,1.22,0.31,0.1,0.38,13.5,1.0,0,0,3.5,3.5,0.11,-0.5,-0.5,Matches,la coruna,,
1170,Sidnei,br BRA,DF,27.0,20.8,1,9.0,3.0,33.3,0.46,0.15,0.11,0.33,9.9,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Matches,la coruna,,
1171,Raúl Albentosa,es ESP,DF,28.0,19.4,1,14.0,3.0,21.4,0.72,0.15,0.07,0.33,7.9,0.0,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches,la coruna,,
1172,Florin Andone,ro ROU,FW,24.0,18.4,7,52.0,19.0,36.5,2.86,1.05,0.13,0.37,11.5,0.0,0,0,9.2,9.2,0.18,-2.2,-2.2,Matches,la coruna,,
1173,Emre Çolak,tr TUR,"MF,FW",26.0,17.1,2,18.0,8.0,44.4,1.12,0.5,0.06,0.13,20.8,0.0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches,la coruna,,
1174,Pedro Mosquera,es ESP,MF,29.0,16.7,0,13.0,4.0,30.8,0.84,0.26,0.0,0.0,17.4,1.0,0,0,1.5,1.5,0.11,-1.5,-1.5,Matches,la coruna,,
1175,Federico Valverde,uy URU,"MF,FW",19.0,14.7,0,17.0,5.0,29.4,1.24,0.37,0.0,0.0,26.8,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,la coruna,,
1176,Federico Cartabia,ar ARG,"FW,MF",24.0,14.7,2,34.0,11.0,32.4,2.32,0.75,0.06,0.18,22.5,3.0,0,0,1.5,1.5,0.04,0.5,0.5,Matches,la coruna,,
1177,Fernando Navarro,es ESP,DF,35.0,12.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1178,Zakaria Bakkali,be BEL,"FW,MF",21.0,11.2,0,25.0,6.0,24.0,2.46,0.59,0.0,0.0,19.3,0.0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches,la coruna,,
1179,Michael Krohn-Dehli,dk DEN,MF,34.0,8.1,0,6.0,0.0,0.0,0.74,0.0,0.0,,21.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,la coruna,,
1180,Eneko Bóveda,es ESP,DF,28.0,7.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1181,Costel Pantilimon,ro ROU,GK,30.0,7.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1182,Borja Valle,es ESP,"FW,MF",25.0,6.4,5,15.0,7.0,46.7,2.72,1.27,0.2,0.43,15.4,0.0,0,0,2.9,2.9,0.2,0.1,0.1,Matches,la coruna,,
1183,Carles Gil,es ESP,"FW,MF",24.0,6.0,0,10.0,2.0,20.0,1.89,0.38,0.0,0.0,22.0,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,la coruna,,
1184,Sulley Muntari,gh GHA,MF,32.0,4.5,0,4.0,1.0,25.0,0.9,0.22,0.0,0.0,22.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,la coruna,,
1185,Gerard Valentín,es ESP,"DF,FW",24.0,3.1,0,2.0,0.0,0.0,1.14,0.0,0.0,,19.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,la coruna,,
1186,Alejandro Arribas,es ESP,DF,28.0,3.0,0,2.0,0.0,0.0,0.67,0.0,0.0,,10.5,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches,la coruna,,
1187,Edu Expósito,es ESP,MF,20.0,2.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1188,Przemysław Tytoń,pl POL,GK,30.0,2.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1189,Francis Uzoho,ng NGA,GK,18.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1190,Steve Aldo One,cm CMR,DF,22.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1191,Bruno Gama,pt POR,"FW,MF",29.0,1.9,0,1.0,0.0,0.0,0.76,0.0,0.0,,18.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,la coruna,,
1192,Maksym Koval,ua UKR,"GK,MF",24.0,1.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1193,Mujaid Sadick,es ESP,DF,17.0,1.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,la coruna,,
1194,Saúl García,es ESP,DF,22.0,1.0,0,,,,,,,,,,0,0,,,,,,Matches,la coruna,,
1195,Pinchi,es ESP,FW,21.0,0.1,0,,,,,,,,,,0,0,,,,,,Matches,la coruna,,
1196,Jonathan Calleri,ar ARG,FW,23.0,37.5,12,99.0,24.0,24.2,2.87,0.7,0.04,0.17,14.6,0.0,5,5,13.9,10.1,0.1,-4.9,-6.1,Matches,las palmas,,
1197,Ximo Navarro,es ESP,DF,27.0,30.2,0,3.0,1.0,33.3,0.1,0.03,0.0,0.0,26.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,las palmas,,
1198,Leandro Chichizola,ar ARG,GK,27.0,29.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,las palmas,,
1199,Dani Castellano,es ESP,DF,29.0,24.3,0,4.0,0.0,0.0,0.18,0.0,0.0,,22.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,las palmas,,
1200,Jonathan Viera,es ESP,MF,27.0,24.1,4,38.0,16.0,42.1,1.72,0.72,0.08,0.19,23.8,11.0,1,3,5.4,3.1,0.08,-1.4,-0.1,Matches,las palmas,,
1201,Michel,br BRA,DF,27.0,23.9,0,7.0,2.0,28.6,0.29,0.08,0.0,0.0,17.8,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,las palmas,,
1202,Vicente Gómez,es ESP,MF,28.0,19.8,0,15.0,0.0,0.0,0.89,0.0,0.0,,18.0,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,las palmas,,
1203,Javi Castellano,es ESP,MF,29.0,19.6,0,4.0,2.0,50.0,0.23,0.11,0.0,0.0,29.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,las palmas,,
1204,Tana,es ESP,"MF,FW",26.0,19.1,1,14.0,6.0,42.9,0.82,0.35,0.07,0.17,19.3,0.0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches,las palmas,,
1205,Álex Gálvez,es ESP,DF,28.0,19.0,0,16.0,4.0,25.0,0.89,0.22,0.0,0.0,23.4,9.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,las palmas,,
1206,Mauricio Lemos,uy URU,"DF,MF",21.0,16.0,0,17.0,2.0,11.8,1.21,0.14,0.0,0.0,26.2,9.0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,las palmas,,
1207,Alberto Aquilani,it ITA,MF,33.0,15.4,0,13.0,4.0,30.8,0.9,0.28,0.0,0.0,20.9,1.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,las palmas,,
1208,Alen Halilović,hr CRO,"FW,MF",21.0,15.4,2,38.0,15.0,39.5,2.62,1.03,0.05,0.13,24.2,4.0,0,0,1.8,1.8,0.05,0.2,0.2,Matches,las palmas,,
1209,Oghenekaro Etebo,ng NGA,MF,21.0,13.5,0,19.0,3.0,15.8,1.41,0.22,0.0,0.0,30.0,1.0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches,las palmas,,
1210,Raúl Lizoain,es ESP,GK,26.0,13.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,las palmas,,
1211,Matías Aguirregaray,uy URU,DF,28.0,12.8,0,9.0,0.0,0.0,0.7,0.0,0.0,,21.0,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,las palmas,,
1212,David Simón,es ESP,DF,28.0,12.0,0,4.0,1.0,25.0,0.5,0.12,0.0,0.0,14.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,las palmas,,
1213,Pedro Bigas,es ESP,DF,26.0,11.9,0,4.0,1.0,25.0,0.4,0.1,0.0,0.0,16.5,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,las palmas,,
1214,David García,es ESP,DF,35.0,10.6,1,5.0,3.0,60.0,0.52,0.31,0.2,0.33,9.5,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Matches,las palmas,,
1215,Momo,es ESP,"FW,MF",35.0,9.5,2,7.0,1.0,14.3,0.94,0.13,0.0,0.0,17.5,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,las palmas,,
1216,Vitolo,es ESP,"FW,MF",27.0,9.2,1,6.0,4.0,66.7,0.78,0.52,0.17,0.25,11.8,0.0,0,0,0.8,0.8,0.14,0.2,0.2,Matches,las palmas,,
1217,Loïc Rémy,fr FRA,FW,30.0,8.7,6,31.0,15.0,48.4,3.63,1.76,0.16,0.33,14.5,1.0,0,0,3.9,3.9,0.13,1.1,1.1,Matches,las palmas,,
1218,Nacho Gil,es ESP,"FW,MF",21.0,8.1,0,9.0,2.0,22.2,1.11,0.25,0.0,0.0,20.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,las palmas,,
1219,Hernán Toledo,ar ARG,"FW,MF",21.0,8.0,1,2.0,1.0,50.0,0.29,0.14,0.0,0.0,16.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,las palmas,,
1220,Jairo Samperio,es ESP,"FW,DF",24.0,7.2,0,8.0,1.0,12.5,1.3,0.16,0.0,0.0,18.0,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,las palmas,,
1221,Oussama Tannane,ma MAR,"FW,MF",23.0,6.6,0,13.0,5.0,38.5,2.13,0.82,0.0,0.0,24.8,3.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches,las palmas,,
1222,Gabriel Peñalba,ar ARG,MF,32.0,6.3,0,6.0,0.0,0.0,0.95,0.0,0.0,,25.8,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,las palmas,,
1223,Hernán,es ESP,MF,26.0,5.7,0,5.0,2.0,40.0,1.28,0.51,0.0,0.0,16.3,0.0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches,las palmas,,
1224,Erik Expósito,es ESP,FW,21.0,5.3,1,10.0,2.0,20.0,1.9,0.38,0.1,0.5,13.3,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches,las palmas,,
1225,Imoh Ezekiel,ng NGA,"FW,MF",23.0,5.2,0,7.0,3.0,42.9,1.35,0.58,0.0,0.0,12.9,0.0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches,las palmas,,
1226,Borja Herrera,es ESP,DF,24.0,4.7,0,1.0,0.0,0.0,0.37,0.0,0.0,,29.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,las palmas,,
1227,Sergi Samper,es ESP,MF,22.0,3.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,las palmas,,
1228,Aythami Artiles,es ESP,DF,31.0,3.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,las palmas,,
1229,Benito Ramírez,es ESP,"FW,MF",22.0,1.9,0,1.0,1.0,100.0,0.54,0.54,0.0,0.0,28.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,las palmas,,
1230,Fabio González,es ESP,MF,20.0,0.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,las palmas,,
1231,Sergio Araujo,ar ARG,"FW,MF",25.0,0.4,0,2.0,0.0,0.0,4.5,0.0,0.0,,19.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,las palmas,,
1232,Thomas Strakosha,al ALB,GK,22.0,38.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Lazio,,
1233,Stefan de Vrij,nl NED,DF,25.0,33.7,6,13.0,7.0,53.8,0.39,0.21,0.46,0.86,12.0,0.0,0,0,1.6,1.6,0.12,4.4,4.4,Matches,Lazio,,
1234,Lucas Leiva,br BRA,MF,30.0,32.0,2,26.0,9.0,34.6,0.81,0.28,0.08,0.22,15.2,0.0,0,0,2.6,2.6,0.1,-0.6,-0.6,Matches,Lazio,,
1235,Sergej Milinković-Savić,rs SRB,MF,22.0,31.6,12,94.0,38.0,40.4,2.97,1.2,0.13,0.32,18.4,5.0,0,0,5.9,5.9,0.06,6.1,6.1,Matches,Lazio,,
1236,Ciro Immobile,it ITA,FW,27.0,29.8,29,104.0,47.0,45.2,3.49,1.58,0.21,0.47,16.1,0.0,7,8,20.1,14.1,0.14,8.9,7.9,Matches,Lazio,,
1237,Luis Alberto,es ESP,"MF,FW",24.0,29.7,11,81.0,28.0,34.6,2.73,0.94,0.12,0.36,21.0,8.0,1,2,7.9,6.4,0.08,3.1,3.6,Matches,Lazio,,
1238,Ștefan Radu,ro ROU,DF,30.0,28.8,0,9.0,3.0,33.3,0.31,0.1,0.0,0.0,16.3,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Lazio,,
1239,Marco Parolo,it ITA,MF,32.0,29.0,4,61.0,12.0,19.7,2.1,0.41,0.07,0.33,15.2,0.0,0,0,5.6,5.6,0.09,-1.6,-1.6,Matches,Lazio,,
1240,Senad Lulić,ba BIH,"DF,MF",31.0,27.0,3,18.0,7.0,38.9,0.67,0.26,0.11,0.29,18.8,0.0,1,1,2.4,1.6,0.09,0.6,0.4,Matches,Lazio,,
1241,Adam Marušić,me MNE,"DF,MF",24.0,28.0,3,38.0,13.0,34.2,1.36,0.46,0.08,0.23,16.8,0.0,0,0,3.2,3.2,0.08,-0.2,-0.2,Matches,Lazio,,
1242,Bastos,ao ANG,DF,26.0,15.6,4,10.0,4.0,40.0,0.64,0.26,0.4,1.0,11.4,0.0,0,0,2.9,2.9,0.29,1.1,1.1,Matches,Lazio,,
1243,Luiz Felipe,br BRA,DF,20.0,13.0,0,3.0,0.0,0.0,0.23,0.0,0.0,,12.7,0.0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches,Lazio,,
1244,Wallace,br BRA,DF,22.0,11.1,0,11.0,1.0,9.1,0.99,0.09,0.0,0.0,20.5,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Lazio,,
1245,Jordan Lukaku,be BEL,"DF,MF",23.0,15.1,1,7.0,3.0,42.9,0.46,0.2,0.14,0.33,13.9,0.0,0,0,1.6,1.6,0.22,-0.6,-0.6,Matches,Lazio,,
1246,Felipe Anderson,br BRA,"MF,FW",24.0,12.9,4,25.0,11.0,44.0,1.94,0.85,0.16,0.36,18.8,1.0,0,0,2.1,2.1,0.08,1.9,1.9,Matches,Lazio,,
1247,Alessandro Murgia,it ITA,MF,20.0,8.6,0,11.0,3.0,27.3,1.27,0.35,0.0,0.0,20.1,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,Lazio,,
1248,Dušan Basta,rs SRB,"DF,MF",32.0,8.6,0,9.0,3.0,33.3,1.05,0.35,0.0,0.0,20.0,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,Lazio,,
1249,Felipe Caicedo,ec ECU,FW,28.0,8.0,3,17.0,8.0,47.1,2.13,1.0,0.18,0.38,12.2,0.0,0,0,3.9,3.9,0.23,-0.9,-0.9,Matches,Lazio,,
1250,Patric,es ESP,"DF,MF",24.0,6.6,0,2.0,1.0,50.0,0.3,0.15,0.0,0.0,16.0,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,Lazio,,
1251,Martín Cáceres,uy URU,DF,30.0,4.9,1,4.0,2.0,50.0,0.82,0.41,0.25,0.5,10.7,0.0,0,0,0.3,0.3,0.08,0.7,0.7,Matches,Lazio,,
1252,Nani,pt POR,"MF,FW",30.0,4.3,3,14.0,8.0,57.1,3.26,1.86,0.21,0.38,21.1,1.0,0,0,1.2,1.2,0.09,1.8,1.8,Matches,Lazio,,
1253,Simone Palombi,it ITA,FW,21.0,0.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Lazio,,
1254,Davide Di Gennaro,it ITA,MF,29.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Lazio,,
1255,Maurício,br BRA,DF,28.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Lazio,,
1256,Squad Total,,,26.5,38.0,86,557.0,208.0,37.3,14.66,5.47,0.14,0.37,17.3,15.0,9,11,63.5,55.2,0.1,22.5,21.8,,Lazio,,
1257,Opponent Total,,,27.0,38.0,47,441.0,153.0,34.7,11.61,4.03,0.09,0.25,19.1,22.0,9,10,44.4,36.8,0.09,2.6,1.2,,Lazio,,
1258,Iván Cuéllar,es ESP,GK,33.0,35.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,leganes,,
1259,Javier Eraso,es ESP,"MF,FW",27.0,33.6,5,32.0,13.0,40.6,1.14,0.46,0.13,0.31,16.3,1.0,0,0,3.9,3.9,0.13,0.1,0.1,Matches,leganes,,
1260,Rubén Pérez,es ESP,MF,28.0,32.1,0,17.0,1.0,5.9,0.61,0.04,0.0,0.0,35.4,0.0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,leganes,,
1261,Gabriel,br BRA,MF,23.0,31.8,6,44.0,15.0,34.1,1.67,0.57,0.09,0.27,18.0,3.0,1,1,5.1,4.3,0.1,-0.1,-0.3,Matches,leganes,,
1262,Diego Rico,es ESP,DF,24.0,30.8,3,27.0,9.0,33.3,1.09,0.36,0.07,0.22,21.8,4.0,0,0,1.7,1.7,0.06,0.3,0.3,Matches,leganes,,
1263,Nabil El Zhar,ma MAR,"FW,MF",30.0,29.9,3,44.0,14.0,31.8,1.98,0.63,0.05,0.14,19.1,0.0,0,0,3.2,3.2,0.07,-1.2,-1.2,Matches,leganes,,
1264,Dimitris Siovas,gr GRE,DF,28.0,28.4,2,12.0,2.0,16.7,0.53,0.09,0.08,0.5,8.6,0.0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches,leganes,,
1265,Joseba Zaldúa,es ESP,DF,25.0,28.4,1,15.0,3.0,20.0,0.53,0.11,0.07,0.33,16.0,0.0,0,0,0.9,0.9,0.06,0.1,0.1,Matches,leganes,,
1266,Unai Bustinza,es ESP,DF,25.0,24.2,2,15.0,9.0,60.0,0.82,0.49,0.13,0.22,8.1,0.0,0,0,2.8,2.8,0.22,-0.8,-0.8,Matches,leganes,,
1267,Claudio Beauvue,GPE,FW,29.0,23.9,3,45.0,11.0,24.4,2.42,0.59,0.04,0.18,15.9,0.0,0,0,4.7,4.7,0.11,-2.7,-2.7,Matches,leganes,,
1268,Nordin Amrabat,ma MAR,"FW,MF",30.0,21.3,3,40.0,18.0,45.0,2.22,1.0,0.05,0.11,22.1,0.0,0,0,3.2,3.2,0.08,-1.2,-1.2,Matches,leganes,,
1269,Gerard Gumbau,es ESP,MF,22.0,21.1,1,15.0,6.0,40.0,0.94,0.37,0.07,0.17,25.4,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches,leganes,,
1270,Raúl García,es ESP,DF,28.0,18.9,0,7.0,2.0,28.6,0.45,0.13,0.0,0.0,26.9,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,leganes,,
1271,Ezequiel Muñoz,ar ARG,DF,26.0,17.6,0,7.0,3.0,42.9,0.45,0.19,0.0,0.0,8.4,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,leganes,,
1272,Darko Brašanac,rs SRB,"MF,FW",25.0,16.6,2,10.0,4.0,40.0,0.75,0.3,0.2,0.5,14.0,0.0,0,0,1.9,1.9,0.19,0.1,0.1,Matches,leganes,,
1273,Omar Ramos,es ESP,"FW,MF",29.0,16.4,0,10.0,2.0,20.0,0.63,0.13,0.0,0.0,19.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,leganes,,
1274,Miguel Ángel Guerrero,es ESP,FW,27.0,16.1,4,33.0,14.0,42.4,2.06,0.87,0.12,0.29,12.6,1.0,0,1,5.0,4.2,0.13,-1.0,-0.2,Matches,leganes,,
1275,Tito,es ESP,DF,32.0,14.7,1,1.0,0.0,0.0,0.15,0.0,0.0,,23.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,leganes,,
1276,Martín Mantovani,ar ARG,DF,33.0,13.0,1,5.0,1.0,20.0,0.44,0.09,0.2,1.0,6.7,0.0,0,0,0.9,0.9,0.18,0.1,0.1,Matches,leganes,,
1277,Alexander,ar ARG,"FW,MF",28.0,12.2,2,19.0,5.0,26.3,1.62,0.43,0.05,0.2,16.2,1.0,1,1,2.7,2.0,0.1,-0.7,-1.0,Matches,leganes,,
1278,Mauro dos Santos,ar ARG,DF,28.0,11.0,0,1.0,1.0,100.0,0.09,0.09,0.0,0.0,7.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,leganes,,
1279,Naranjo,es ESP,"FW,MF",23.0,10.4,1,9.0,3.0,33.3,1.43,0.48,0.11,0.33,22.1,3.0,0,0,0.9,0.9,0.1,0.1,0.1,Matches,leganes,,
1280,Nereo Champagne,ar ARG,GK,32.0,10.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,leganes,,
1281,Erik Morán,es ESP,MF,26.0,3.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,leganes,,
1282,Mamadou Koné,ci CIV,FW,25.0,1.9,0,,,,,,,,,,0,0,,,,,,Matches,leganes,,
1283,Jon Ander Serantes,es ESP,GK,27.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,leganes,,
1284,Alejandro Gutiérrez Mozo,es ESP,MF,22.0,0.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,leganes,,
1285,Jaime Sierra Mateos,es ESP,"FW,MF",19.0,0.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,leganes,,
1286,Sergio Arribas,es ESP,FW,22.0,0.3,0,,0.0,,,0.0,,,,,0,0,,,,,,,leganes,,
1287,Harry Maguire,eng ENG,DF,24.0,44.6,2,40.0,8.0,20.0,0.9,0.18,0.05,0.25,11.7,0.0,0,0,2.6,2.6,0.08,-0.6,-0.6,Matches,Leicester City,,
1288,Jamie Vardy,eng ENG,FW,30.0,39.3,23,76.0,35.0,46.1,1.94,0.89,0.22,0.49,14.0,0.0,6,7,15.7,11.1,0.17,4.3,3.9,Matches,Leicester City,,
1289,Riyad Mahrez,dz ALG,"MF,FW",26.0,37.0,13,79.0,37.0,46.8,2.14,1.0,0.16,0.35,18.9,8.0,0,0,5.3,5.3,0.07,6.7,6.7,Matches,Leicester City,,
1290,Wilfred Ndidi,ng NGA,MF,20.0,36.6,1,47.0,8.0,17.0,1.28,0.22,0.02,0.13,22.4,0.0,0,0,1.8,1.8,0.05,-1.8,-1.8,Matches,Leicester City,,
1291,Kasper Schmeichel,dk DEN,GK,30.0,35.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Leicester City,,
1292,Wes Morgan,jm JAM,DF,33.0,34.6,0,16.0,2.0,12.5,0.46,0.06,0.0,0.0,9.4,0.0,0,0,1.5,1.5,0.12,-1.5,-1.5,Matches,Leicester City,,
1293,Marc Albrighton,eng ENG,"MF,FW",27.0,32.9,2,29.0,8.0,27.6,0.88,0.24,0.07,0.25,19.7,1.0,0,0,1.4,1.4,0.07,0.6,0.6,Matches,Leicester City,,
1294,Danny Simpson,eng ENG,DF,30.0,28.8,0,3.0,1.0,33.3,0.1,0.03,0.0,0.0,11.0,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,Matches,Leicester City,,
1295,Ben Chilwell,eng ENG,DF,20.0,27.8,0,10.0,3.0,30.0,0.36,0.11,0.0,0.0,26.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Leicester City,,
1296,Demarai Gray,eng ENG,"MF,FW",21.0,26.5,4,62.0,19.0,30.6,2.34,0.72,0.06,0.21,20.7,1.0,0,0,2.0,2.0,0.06,1.0,1.0,Matches,Leicester City,,
1297,Christian Fuchs,at AUT,DF,31.0,25.7,0,11.0,0.0,0.0,0.43,0.0,0.0,,24.8,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Leicester City,,
1298,Vicente Iborra,es ESP,MF,29.0,22.9,3,20.0,6.0,30.0,0.87,0.26,0.15,0.5,11.3,0.0,0,0,1.6,1.6,0.11,1.4,1.4,Matches,Leicester City,,
1299,Shinji Okazaki,jp JPN,"MF,FW",31.0,17.5,7,29.0,16.0,55.2,1.65,0.91,0.24,0.44,11.8,0.0,0,0,5.8,5.8,0.22,0.2,0.2,Matches,Leicester City,,
1300,Kelechi Iheanacho,ng NGA,"FW,MF",20.0,14.4,8,46.0,18.0,39.1,3.2,1.25,0.17,0.44,16.8,0.0,0,0,3.2,3.2,0.1,-0.2,-0.2,Matches,Leicester City,,
1301,Aleksandar Dragović,at AUT,DF,26.0,13.8,0,2.0,0.0,0.0,0.15,0.0,0.0,,8.9,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,Leicester City,,
1302,Matty James,eng ENG,MF,26.0,12.0,0,11.0,1.0,9.1,0.91,0.08,0.0,0.0,15.3,0.0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches,Leicester City,,
1303,Daniel Amartey,gh GHA,DF,22.0,11.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Leicester City,,
1304,Adrien Silva,pt POR,"MF,FW",28.0,11.3,0,13.0,2.0,15.4,1.15,0.18,0.0,0.0,25.6,1.0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches,Leicester City,,
1305,Andy King,wal WAL,MF,28.0,10.3,1,10.0,2.0,20.0,0.97,0.19,0.1,0.5,13.4,0.0,0,0,0.9,0.9,0.14,0.1,0.1,Matches,Leicester City,,
1306,Ben Hamer,eng ENG,GK,29.0,8.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Leicester City,,
