,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,club
774,Pedro Bigas,es ESP,DF,28.0,19.7,699.0,646.0,53.0,22.0,0.0,107.0,39.0,12,0.0,0.0,0.0,0.0,297.0,99.0,303.0,329.0,190.0,105.0,31.0,5.0,480.0,5.0,26.0,5.0,7.0,Matches,eibar
775,Kike,es ESP,FW,29.0,19.6,487.0,471.0,16.0,1.0,1.0,173.0,10.0,19,0.0,0.0,0.0,0.0,234.0,122.0,131.0,110.0,236.0,53.0,0.0,18.0,327.0,1.0,14.0,7.0,25.0,Matches,eibar
776,Pablo de Blasis,ar ARG,"DF,MF",31.0,18.8,956.0,787.0,169.0,29.0,1.0,131.0,47.0,77,8.0,4.0,3.0,0.0,375.0,235.0,346.0,104.0,625.0,71.0,131.0,8.0,668.0,4.0,31.0,6.0,26.0,Matches,eibar
777,Gonzalo Escalante,ar ARG,MF,26.0,18.6,657.0,639.0,18.0,7.0,0.0,138.0,19.0,10,0.0,0.0,0.0,0.0,321.0,146.0,190.0,49.0,456.0,102.0,11.0,2.0,474.0,4.0,22.0,7.0,25.0,Matches,eibar
778,Álvaro Tejero,es ESP,DF,23.0,16.4,767.0,575.0,192.0,17.0,1.0,109.0,31.0,54,0.0,0.0,0.0,0.0,309.0,167.0,291.0,70.0,464.0,41.0,175.0,1.0,563.0,1.0,17.0,9.0,24.0,Matches,eibar
779,Charles,br BRA,FW,35.0,15.5,346.0,312.0,34.0,0.0,2.0,99.0,1.0,3,0.0,0.0,0.0,0.0,153.0,105.0,88.0,14.0,229.0,50.0,5.0,12.0,237.0,1.0,9.0,7.0,13.0,Matches,eibar
780,Sergio Álvarez,es ESP,"MF,DF",27.0,13.7,427.0,417.0,10.0,8.0,0.0,79.0,16.0,4,0.0,0.0,0.0,0.0,234.0,63.0,130.0,45.0,330.0,33.0,2.0,1.0,322.0,1.0,10.0,7.0,8.0,Matches,eibar
781,Esteban Burgos,ar ARG,DF,27.0,12.4,380.0,355.0,25.0,22.0,0.0,62.0,30.0,0,0.0,0.0,0.0,0.0,134.0,62.0,184.0,31.0,276.0,53.0,3.0,1.0,244.0,2.0,11.0,1.0,3.0,Matches,eibar
782,Rober Correa,es ESP,DF,26.0,11.0,513.0,375.0,138.0,5.0,0.0,73.0,13.0,22,0.0,0.0,0.0,0.0,231.0,115.0,167.0,36.0,275.0,44.0,133.0,2.0,381.0,1.0,19.0,7.0,19.0,Matches,eibar
783,Sebastián Cristóforo,uy URU,MF,25.0,10.7,314.0,305.0,9.0,1.0,0.0,75.0,16.0,7,7.0,3.0,3.0,1.0,174.0,68.0,72.0,42.0,238.0,23.0,0.0,6.0,232.0,0.0,10.0,6.0,9.0,Matches,eibar
784,Quique,es ESP,FW,29.0,6.3,124.0,116.0,8.0,0.0,1.0,47.0,1.0,6,0.0,0.0,0.0,0.0,64.0,26.0,34.0,70.0,17.0,18.0,0.0,2.0,88.0,0.0,5.0,0.0,5.0,Matches,eibar
785,Iván Ramis,es ESP,DF,34.0,5.1,198.0,185.0,13.0,13.0,0.0,23.0,15.0,1,0.0,0.0,0.0,0.0,113.0,30.0,55.0,29.0,145.0,19.0,0.0,0.0,166.0,0.0,3.0,0.0,0.0,Matches,eibar
786,Rafa Soares,pt POR,"DF,MF",24.0,4.8,219.0,146.0,73.0,3.0,0.0,28.0,6.0,11,7.0,4.0,3.0,0.0,66.0,49.0,104.0,131.0,8.0,12.0,63.0,0.0,154.0,0.0,2.0,0.0,11.0,Matches,eibar
787,Yoel,es ESP,GK,30.0,4.0,93.0,52.0,41.0,17.0,0.0,8.0,9.0,0,0.0,0.0,0.0,0.0,9.0,3.0,81.0,11.0,64.0,0.0,0.0,6.0,48.0,1.0,4.0,0.0,0.0,Matches,eibar
788,Miguel Marí,es ESP,MF,22.0,1.1,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,eibar
789,Ekhi Bravo,es ESP,MF,21.0,1.0,,,,,,,,9,,,,,,,,,,,,,,,,,,Matches,eibar
790,Sergio Cubero Ezcurra,es ESP,MF,19.0,0.5,,,,,,,,0,,,,,,,,,,,,,,,,,,Matches,eibar
791,Miguel Atienza,es ESP,MF,20.0,0.3,14.0,14.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,Matches,eibar
792,Filip Kostić,rs SRB,"DF,MF",26.0,45.7,2133.0,1708.0,425.0,67.0,5.0,336.0,141.0,325,143.0,37.0,77.0,16.0,930.0,453.0,750.0,1591.0,229.0,71.0,215.0,5.0,1297.0,11.0,60.0,55.0,150.0,Matches,Eintracht Frankfurt
793,Martin Hinteregger,at AUT,DF,26.0,43.7,2181.0,1946.0,235.0,74.0,1.0,332.0,45.0,21,0.0,0.0,0.0,0.0,1249.0,374.0,558.0,1499.0,331.0,136.0,161.0,9.0,1705.0,10.0,59.0,26.0,43.0,Matches,Eintracht Frankfurt
794,Daichi Kamada,jp JPN,"MF,FW",22.0,33.2,1050.0,924.0,126.0,25.0,2.0,258.0,41.0,56,78.0,26.0,41.0,1.0,654.0,202.0,194.0,159.0,799.0,58.0,7.0,8.0,786.0,4.0,28.0,21.0,31.0,Matches,Eintracht Frankfurt
795,David Abraham,ar ARG,DF,33.0,32.3,1318.0,1236.0,82.0,32.0,0.0,217.0,38.0,8,0.0,0.0,0.0,0.0,849.0,188.0,281.0,166.0,954.0,94.0,50.0,8.0,1089.0,2.0,26.0,19.0,18.0,Matches,Eintracht Frankfurt
796,Makoto Hasebe,jp JPN,"DF,MF",35.0,32.2,1874.0,1762.0,112.0,101.0,3.0,319.0,57.0,2,0.0,0.0,0.0,0.0,1314.0,240.0,320.0,373.0,1388.0,70.0,11.0,8.0,1639.0,6.0,21.0,16.0,23.0,Matches,Eintracht Frankfurt
797,Sebastian Rode,de GER,MF,28.0,31.6,1651.0,1576.0,75.0,37.0,1.0,299.0,47.0,21,21.0,1.0,11.0,0.0,1048.0,340.0,263.0,265.0,1220.0,102.0,11.0,17.0,1400.0,5.0,25.0,21.0,33.0,Matches,Eintracht Frankfurt
798,Kevin Trapp,de GER,GK,29.0,31.0,1128.0,843.0,285.0,85.0,1.0,85.0,25.0,0,0.0,0.0,0.0,0.0,534.0,60.0,534.0,177.0,783.0,0.0,1.0,109.0,820.0,4.0,18.0,6.0,2.0,Matches,Eintracht Frankfurt
799,Djibril Sow,ch SUI,MF,22.0,29.9,1248.0,1196.0,52.0,20.0,1.0,288.0,38.0,41,20.0,6.0,9.0,1.0,812.0,191.0,245.0,179.0,966.0,68.0,9.0,5.0,1013.0,5.0,26.0,14.0,29.0,Matches,Eintracht Frankfurt
800,André Silva,pt POR,FW,23.0,27.7,677.0,621.0,56.0,1.0,4.0,214.0,7.0,15,1.0,0.0,0.0,0.0,375.0,181.0,121.0,59.0,473.0,75.0,7.0,13.0,485.0,0.0,9.0,14.0,32.0,Matches,Eintracht Frankfurt
801,Obite N'Dicka,fr FRA,DF,19.0,27.6,1275.0,1096.0,179.0,18.0,1.0,224.0,14.0,13,0.0,0.0,0.0,0.0,796.0,211.0,268.0,891.0,145.0,48.0,161.0,4.0,1040.0,2.0,24.0,15.0,37.0,Matches,Eintracht Frankfurt
802,Almamy Touré,ml MLI,DF,23.0,23.3,899.0,771.0,128.0,3.0,1.0,149.0,23.0,68,0.0,0.0,0.0,0.0,428.0,161.0,310.0,89.0,592.0,63.0,125.0,2.0,627.0,3.0,13.0,22.0,33.0,Matches,Eintracht Frankfurt
803,Danny da Costa,de GER,DF,26.0,22.8,846.0,684.0,162.0,3.0,3.0,175.0,26.0,85,0.0,0.0,0.0,0.0,376.0,232.0,238.0,108.0,515.0,31.0,159.0,3.0,545.0,5.0,26.0,19.0,60.0,Matches,Eintracht Frankfurt
804,Dominik Kohr,de GER,MF,25.0,21.7,904.0,883.0,21.0,15.0,3.0,183.0,16.0,15,4.0,1.0,2.0,0.0,606.0,173.0,125.0,134.0,692.0,54.0,1.0,3.0,724.0,1.0,19.0,12.0,23.0,Matches,Eintracht Frankfurt
805,Gonçalo Paciência,pt POR,FW,24.0,20.7,455.0,422.0,33.0,1.0,3.0,147.0,12.0,24,0.0,0.0,0.0,0.0,238.0,136.0,81.0,94.0,281.0,23.0,9.0,9.0,293.0,2.0,13.0,7.0,37.0,Matches,Eintracht Frankfurt
806,Bas Dost,nl NED,FW,30.0,19.7,528.0,512.0,16.0,0.0,2.0,176.0,6.0,1,0.0,0.0,0.0,0.0,178.0,161.0,189.0,47.0,278.0,76.0,0.0,9.0,317.0,2.0,3.0,11.0,19.0,Matches,Eintracht Frankfurt
807,Timothy Chandler,us USA,DF,29.0,16.6,484.0,416.0,68.0,4.0,1.0,77.0,18.0,64,0.0,0.0,0.0,0.0,187.0,114.0,183.0,81.0,280.0,31.0,64.0,2.0,306.0,0.0,11.0,9.0,28.0,Matches,Eintracht Frankfurt
808,Mijat Gaćinović,rs SRB,"FW,MF",24.0,15.1,421.0,399.0,22.0,4.0,3.0,90.0,12.0,17,2.0,0.0,2.0,0.0,268.0,87.0,66.0,93.0,280.0,29.0,10.0,7.0,296.0,1.0,11.0,8.0,27.0,Matches,Eintracht Frankfurt
809,Frederik Rønnow,dk DEN,GK,26.0,15.0,551.0,415.0,136.0,31.0,0.0,73.0,6.0,0,0.0,0.0,0.0,0.0,226.0,23.0,302.0,48.0,399.0,1.0,0.0,66.0,386.0,0.0,13.0,0.0,1.0,Matches,Eintracht Frankfurt
810,Stefan Ilsanker,at AUT,"MF,DF",30.0,13.6,626.0,601.0,25.0,16.0,2.0,81.0,20.0,3,1.0,0.0,0.0,0.0,393.0,98.0,135.0,63.0,501.0,27.0,8.0,7.0,500.0,0.0,5.0,8.0,15.0,Matches,Eintracht Frankfurt
811,Gelson Fernandes,ch SUI,MF,32.0,13.1,377.0,373.0,4.0,3.0,0.0,90.0,3.0,1,0.0,0.0,0.0,0.0,269.0,53.0,55.0,50.0,289.0,21.0,1.0,2.0,318.0,0.0,5.0,7.0,9.0,Matches,Eintracht Frankfurt
812,Erik Durm,de GER,DF,27.0,8.1,282.0,221.0,61.0,1.0,0.0,64.0,5.0,17,1.0,1.0,0.0,0.0,124.0,72.0,86.0,46.0,156.0,16.0,59.0,0.0,181.0,1.0,8.0,6.0,20.0,Matches,Eintracht Frankfurt
813,Lucas Torró,es ESP,"MF,FW",25.0,3.8,174.0,166.0,8.0,7.0,0.0,35.0,2.0,1,0.0,0.0,0.0,0.0,117.0,33.0,24.0,16.0,133.0,12.0,0.0,2.0,150.0,0.0,0.0,2.0,1.0,Matches,Eintracht Frankfurt
814,Felix Wiedwald,de GER,GK,29.0,3.0,103.0,72.0,31.0,7.0,0.0,9.0,1.0,0,0.0,0.0,0.0,0.0,42.0,3.0,58.0,4.0,79.0,0.0,0.0,14.0,70.0,1.0,2.0,3.0,1.0,Matches,Eintracht Frankfurt
815,Dejan Joveljić,rs SRB,FW,19.0,2.3,28.0,27.0,1.0,0.0,0.0,6.0,1.0,1,0.0,0.0,0.0,0.0,11.0,12.0,5.0,3.0,19.0,4.0,0.0,1.0,22.0,0.0,1.0,2.0,1.0,Matches,Eintracht Frankfurt
816,Ante Rebić,hr CRO,FW,25.0,2.0,18.0,17.0,1.0,0.0,0.0,5.0,0.0,4,0.0,0.0,0.0,0.0,10.0,6.0,2.0,2.0,15.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,5.0,Matches,Eintracht Frankfurt
817,Simon Falette,gn GUI,DF,27.0,1.0,57.0,53.0,4.0,4.0,0.0,6.0,7.0,0,0.0,0.0,0.0,0.0,36.0,6.0,15.0,49.0,6.0,2.0,0.0,0.0,46.0,0.0,4.0,0.0,1.0,Matches,Eintracht Frankfurt
818,Jonathan de Guzmán,nl NED,"MF,FW",31.0,1.0,104.0,89.0,15.0,9.0,0.0,14.0,3.0,6,5.0,1.0,2.0,2.0,60.0,23.0,21.0,17.0,81.0,4.0,1.0,0.0,79.0,1.0,2.0,1.0,2.0,Matches,Eintracht Frankfurt
819,Diego López,es ESP,GK,37.0,40.9,1272.0,787.0,485.0,151.0,0.0,68.0,28.0,0,0.0,0.0,0.0,0.0,432.0,67.0,773.0,132.0,852.0,0.0,1.0,129.0,741.0,4.0,40.0,1.0,0.0,Matches,espanyol
820,Marc Roca,es ESP,MF,22.0,35.7,1915.0,1833.0,82.0,63.0,7.0,248.0,100.0,24,16.0,7.0,6.0,1.0,1174.0,231.0,510.0,1432.0,337.0,109.0,1.0,10.0,1550.0,7.0,32.0,15.0,32.0,Matches,espanyol
821,Dídac Vilà,es ESP,DF,30.0,32.4,1505.0,1229.0,276.0,29.0,1.0,231.0,41.0,55,2.0,1.0,0.0,0.0,701.0,407.0,397.0,982.0,137.0,98.0,245.0,4.0,1123.0,5.0,52.0,18.0,61.0,Matches,espanyol
822,Sergi Darder,es ESP,MF,25.0,30.5,1123.0,1018.0,105.0,44.0,4.0,195.0,62.0,23,41.0,13.0,17.0,5.0,653.0,185.0,285.0,89.0,933.0,66.0,8.0,3.0,841.0,2.0,18.0,20.0,26.0,Matches,espanyol
823,David López,es ESP,"MF,DF",29.0,29.6,1545.0,1490.0,55.0,53.0,3.0,258.0,37.0,8,0.0,0.0,0.0,0.0,967.0,232.0,346.0,148.0,1230.0,115.0,1.0,8.0,1256.0,5.0,26.0,17.0,21.0,Matches,espanyol
824,Bernardo Espinosa,co COL,DF,30.0,27.6,1204.0,1167.0,37.0,36.0,0.0,149.0,40.0,4,0.0,0.0,0.0,0.0,677.0,192.0,335.0,147.0,861.0,129.0,1.0,13.0,951.0,5.0,30.0,9.0,14.0,Matches,espanyol
825,Wu Lei,cn CHN,"FW,MF",27.0,24.6,400.0,388.0,12.0,3.0,0.0,98.0,4.0,34,0.0,0.0,0.0,0.0,188.0,121.0,91.0,55.0,273.0,37.0,1.0,3.0,263.0,1.0,4.0,8.0,21.0,Matches,espanyol
826,Jonathan Calleri,ar ARG,FW,25.0,22.2,407.0,385.0,22.0,0.0,0.0,159.0,6.0,25,1.0,0.0,0.0,1.0,146.0,115.0,146.0,30.0,206.0,66.0,0.0,18.0,218.0,3.0,18.0,6.0,16.0,Matches,espanyol
827,Víctor Sánchez,es ESP,MF,31.0,21.8,1143.0,1049.0,94.0,54.0,0.0,174.0,43.0,36,24.0,5.0,6.0,8.0,674.0,215.0,254.0,193.0,835.0,62.0,16.0,8.0,894.0,3.0,22.0,25.0,23.0,Matches,espanyol
828,Javi López,es ESP,DF,33.0,19.3,894.0,732.0,162.0,10.0,1.0,147.0,15.0,37,1.0,0.0,1.0,0.0,421.0,204.0,269.0,118.0,548.0,46.0,151.0,3.0,669.0,3.0,21.0,6.0,25.0,Matches,espanyol
829,Naldo,br BRA,DF,30.0,18.7,943.0,911.0,32.0,27.0,0.0,85.0,19.0,2,0.0,0.0,0.0,0.0,662.0,111.0,170.0,161.0,707.0,55.0,5.0,3.0,810.0,5.0,26.0,11.0,9.0,Matches,espanyol
830,Fernando Calero,es ESP,DF,23.0,17.6,846.0,823.0,23.0,15.0,1.0,76.0,20.0,1,0.0,0.0,0.0,0.0,634.0,90.0,122.0,186.0,588.0,53.0,8.0,2.0,753.0,1.0,16.0,10.0,6.0,Matches,espanyol
831,Matías Vargas,ar ARG,"FW,MF",22.0,17.3,593.0,562.0,31.0,5.0,11.0,142.0,21.0,39,16.0,2.0,9.0,2.0,372.0,111.0,110.0,57.0,511.0,12.0,4.0,6.0,401.0,4.0,17.0,17.0,42.0,Matches,espanyol
832,Leandro Cabrera,uy URU,DF,28.0,17.0,819.0,730.0,89.0,31.0,2.0,126.0,44.0,21,0.0,0.0,0.0,0.0,401.0,104.0,314.0,591.0,77.0,64.0,56.0,1.0,553.0,5.0,27.0,12.0,15.0,Matches,espanyol
833,Óscar Melendo,es ESP,"FW,MF",21.0,16.9,566.0,551.0,15.0,5.0,6.0,110.0,13.0,9,5.0,2.0,2.0,0.0,371.0,123.0,72.0,480.0,55.0,18.0,3.0,2.0,478.0,0.0,9.0,8.0,9.0,Matches,espanyol
834,Pedrosa,es ESP,DF,21.0,16.8,706.0,568.0,138.0,12.0,1.0,80.0,15.0,40,0.0,0.0,0.0,0.0,361.0,165.0,180.0,471.0,71.0,28.0,126.0,2.0,532.0,1.0,15.0,7.0,27.0,Matches,espanyol
835,Victor Perea,es ESP,DF,19.0,16.2,850.0,668.0,182.0,9.0,1.0,131.0,19.0,54,2.0,0.0,0.0,1.0,407.0,256.0,187.0,95.0,544.0,31.0,171.0,3.0,628.0,2.0,34.0,23.0,42.0,Matches,espanyol
836,Adri Embarba,es ESP,"FW,MF",27.0,15.2,442.0,373.0,69.0,24.0,3.0,104.0,27.0,58,37.0,18.0,11.0,2.0,192.0,97.0,153.0,72.0,329.0,13.0,6.0,11.0,246.0,5.0,17.0,5.0,28.0,Matches,espanyol
837,Víctor Campuzano,es ESP,FW,22.0,13.7,218.0,198.0,20.0,3.0,1.0,59.0,2.0,8,1.0,0.0,0.0,0.0,124.0,51.0,43.0,149.0,41.0,15.0,0.0,3.0,150.0,2.0,2.0,4.0,17.0,Matches,espanyol
838,Raúl de Tomás,es ESP,FW,24.0,11.9,271.0,247.0,24.0,2.0,1.0,77.0,15.0,8,0.0,0.0,0.0,0.0,170.0,56.0,45.0,65.0,177.0,9.0,1.0,2.0,214.0,0.0,9.0,4.0,6.0,Matches,espanyol
839,Esteban Granero,es ESP,MF,32.0,10.2,567.0,476.0,91.0,44.0,2.0,103.0,34.0,19,38.0,8.0,20.0,3.0,353.0,79.0,135.0,32.0,500.0,18.0,2.0,7.0,455.0,4.0,15.0,2.0,5.0,Matches,espanyol
840,Facundo Ferreyra,ar ARG,FW,28.0,9.8,157.0,144.0,13.0,0.0,1.0,42.0,1.0,2,0.0,0.0,0.0,0.0,83.0,41.0,33.0,13.0,96.0,31.0,0.0,3.0,110.0,0.0,3.0,2.0,7.0,Matches,espanyol
841,Lluis López,es ESP,DF,22.0,8.3,472.0,451.0,21.0,16.0,0.0,46.0,9.0,1,0.0,0.0,0.0,0.0,352.0,41.0,79.0,57.0,366.0,27.0,5.0,6.0,399.0,2.0,8.0,3.0,6.0,Matches,espanyol
842,Pipa,es ESP,DF,21.0,8.2,312.0,244.0,68.0,7.0,0.0,42.0,7.0,30,0.0,0.0,0.0,0.0,133.0,87.0,92.0,36.0,192.0,17.0,61.0,1.0,224.0,0.0,11.0,7.0,11.0,Matches,espanyol
843,Ander Iturraspe,es ESP,MF,30.0,7.4,253.0,249.0,4.0,4.0,0.0,40.0,9.0,1,0.0,0.0,0.0,0.0,147.0,51.0,55.0,51.0,161.0,27.0,0.0,2.0,210.0,0.0,5.0,2.0,3.0,Matches,espanyol
844,Sébastien Corchia,fr FRA,DF,28.0,7.0,380.0,299.0,81.0,4.0,0.0,48.0,15.0,34,4.0,0.0,4.0,0.0,188.0,102.0,90.0,28.0,275.0,3.0,73.0,1.0,277.0,1.0,12.0,6.0,22.0,Matches,espanyol
845,Pol Lozano,es ESP,MF,19.0,6.9,386.0,371.0,15.0,6.0,1.0,49.0,15.0,3,7.0,3.0,3.0,1.0,297.0,45.0,44.0,19.0,357.0,5.0,2.0,1.0,348.0,2.0,5.0,2.0,3.0,Matches,espanyol
846,Andrés Prieto,es ESP,GK,25.0,4.0,76.0,54.0,22.0,5.0,0.0,8.0,4.0,0,0.0,0.0,0.0,0.0,29.0,7.0,40.0,8.0,55.0,0.0,0.0,9.0,47.0,0.0,7.0,1.0,0.0,Matches,espanyol
847,Nico Ribaudo,es ESP,"FW,MF",18.0,2.0,73.0,70.0,3.0,2.0,0.0,20.0,1.0,3,1.0,1.0,0.0,0.0,49.0,15.0,9.0,7.0,64.0,1.0,0.0,0.0,55.0,0.0,1.0,2.0,5.0,Matches,espanyol
848,Oier Olazábal,es ESP,GK,29.0,2.0,62.0,48.0,14.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,8.0,17.0,36.0,9.0,0.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,Matches,espanyol
849,Pablo Piatti,ar ARG,"MF,FW",30.0,1.9,56.0,49.0,7.0,3.0,0.0,10.0,0.0,6,3.0,1.0,2.0,0.0,37.0,8.0,11.0,41.0,10.0,1.0,1.0,2.0,44.0,0.0,1.0,1.0,0.0,Matches,espanyol
850,Mohamed Ezzarfani,ma MAR,MF,21.0,0.2,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Matches,espanyol
851,Kévin Soni,cm CMR,FW,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,espanyol
852,Jordan Pickford,eng ENG,GK,25.0,43.3,1373.0,956.0,417.0,144.0,1.0,137.0,67.0,0,0.0,0.0,0.0,0.0,540.0,75.0,758.0,865.0,236.0,0.0,0.0,179.0,895.0,5.0,59.0,5.0,1.0,Matches,Everton
853,Richarlison,br BRA,FW,22.0,38.8,823.0,800.0,23.0,2.0,4.0,257.0,11.0,39,2.0,0.0,1.0,0.0,499.0,199.0,125.0,187.0,540.0,43.0,7.0,7.0,543.0,2.0,28.0,24.0,75.0,Matches,Everton
854,Lucas Digne,fr FRA,DF,26.0,37.7,1946.0,1407.0,539.0,64.0,3.0,294.0,73.0,187,108.0,53.0,39.0,8.0,809.0,436.0,701.0,1282.0,103.0,112.0,367.0,7.0,1353.0,6.0,33.0,35.0,90.0,Matches,Everton
855,Dominic Calvert-Lewin,eng ENG,FW,22.0,33.6,594.0,568.0,26.0,3.0,3.0,215.0,7.0,21,0.0,0.0,0.0,0.0,272.0,178.0,144.0,60.0,323.0,60.0,1.0,23.0,393.0,3.0,9.0,7.0,25.0,Matches,Everton
856,Michael Keane,eng ENG,DF,26.0,31.3,1379.0,1336.0,43.0,39.0,2.0,195.0,37.0,3,0.0,0.0,0.0,0.0,982.0,159.0,238.0,215.0,1003.0,85.0,4.0,5.0,1167.0,5.0,35.0,10.0,14.0,Matches,Everton
857,Gylfi Sigurðsson,is ISL,MF,29.0,30.3,1109.0,974.0,135.0,42.0,3.0,160.0,51.0,62,71.0,29.0,35.0,5.0,711.0,184.0,214.0,175.0,870.0,38.0,3.0,6.0,867.0,3.0,20.0,14.0,34.0,Matches,Everton
858,Yerry Mina,co COL,DF,24.0,29.2,1251.0,1216.0,35.0,34.0,0.0,212.0,50.0,4,0.0,0.0,0.0,0.0,890.0,140.0,221.0,162.0,967.0,79.0,1.0,1.0,1070.0,3.0,17.0,13.0,10.0,Matches,Everton
859,Mason Holgate,eng ENG,DF,22.0,28.2,991.0,954.0,37.0,25.0,1.0,127.0,44.0,2,0.0,0.0,0.0,0.0,712.0,99.0,180.0,149.0,758.0,53.0,11.0,0.0,855.0,1.0,23.0,8.0,11.0,Matches,Everton
860,Tom Davies,eng ENG,MF,21.0,24.9,870.0,840.0,30.0,17.0,6.0,161.0,26.0,6,0.0,0.0,0.0,0.0,558.0,150.0,162.0,101.0,675.0,59.0,5.0,5.0,681.0,3.0,17.0,12.0,26.0,Matches,Everton
861,Séamus Coleman,ie IRL,DF,30.0,23.5,1058.0,835.0,223.0,13.0,1.0,170.0,15.0,35,0.0,0.0,0.0,0.0,540.0,237.0,281.0,118.0,671.0,44.0,210.0,1.0,813.0,3.0,18.0,21.0,46.0,Matches,Everton
862,Djibril Sidibé,fr FRA,DF,27.0,23.3,1165.0,965.0,200.0,18.0,0.0,184.0,35.0,58,1.0,0.0,0.0,0.0,667.0,269.0,229.0,140.0,774.0,47.0,181.0,2.0,909.0,4.0,20.0,26.0,45.0,Matches,Everton
863,Alex Iwobi,ng NGA,"MF,FW",23.0,21.5,614.0,603.0,11.0,3.0,5.0,112.0,26.0,39,1.0,0.0,0.0,0.0,414.0,104.0,96.0,66.0,528.0,9.0,3.0,3.0,462.0,3.0,12.0,14.0,34.0,Matches,Everton
864,André Gomes,pt POR,MF,26.0,17.2,859.0,833.0,26.0,16.0,1.0,121.0,65.0,10,1.0,0.0,1.0,0.0,563.0,133.0,163.0,226.0,589.0,28.0,2.0,3.0,719.0,2.0,24.0,11.0,18.0,Matches,Everton
865,Fabian Delph,eng ENG,MF,29.0,16.3,778.0,763.0,15.0,11.0,2.0,122.0,28.0,5,0.0,0.0,0.0,0.0,550.0,113.0,115.0,483.0,250.0,28.0,2.0,3.0,676.0,2.0,13.0,6.0,7.0,Matches,Everton
866,Theo Walcott,eng ENG,"MF,FW",30.0,16.0,405.0,394.0,11.0,1.0,3.0,65.0,8.0,45,2.0,1.0,1.0,0.0,243.0,92.0,70.0,28.0,341.0,21.0,8.0,2.0,266.0,0.0,11.0,22.0,30.0,Matches,Everton
867,Bernard,br BRA,"MF,FW",26.0,15.7,573.0,559.0,14.0,2.0,4.0,116.0,12.0,33,6.0,5.0,0.0,0.0,419.0,77.0,77.0,148.0,408.0,11.0,1.0,4.0,426.0,0.0,14.0,15.0,31.0,Matches,Everton
868,Morgan Schneiderlin,fr FRA,MF,29.0,13.1,567.0,550.0,17.0,10.0,0.0,97.0,30.0,5,0.0,0.0,0.0,0.0,338.0,117.0,112.0,77.0,452.0,22.0,0.0,3.0,494.0,0.0,4.0,6.0,9.0,Matches,Everton
869,Moise Kean,it ITA,FW,19.0,11.9,142.0,137.0,5.0,1.0,2.0,36.0,2.0,9,0.0,0.0,0.0,0.0,82.0,39.0,21.0,22.0,102.0,7.0,1.0,7.0,104.0,0.0,2.0,5.0,11.0,Matches,Everton
870,Leighton Baines,eng ENG,DF,34.0,5.8,209.0,158.0,51.0,5.0,0.0,18.0,8.0,18,11.0,4.0,2.0,5.0,115.0,40.0,54.0,141.0,20.0,9.0,35.0,0.0,168.0,2.0,0.0,2.0,9.0,Matches,Everton
871,Anthony Gordon,eng ENG,"MF,FW",18.0,5.3,124.0,114.0,10.0,6.0,1.0,16.0,2.0,9,0.0,0.0,0.0,0.0,99.0,12.0,13.0,8.0,112.0,3.0,0.0,1.0,96.0,1.0,2.0,1.0,4.0,Matches,Everton
872,Cenk Tosun,tr TUR,FW,28.0,4.0,62.0,61.0,1.0,0.0,0.0,19.0,3.0,2,0.0,0.0,0.0,0.0,28.0,21.0,13.0,17.0,34.0,6.0,0.0,3.0,42.0,0.0,2.0,2.0,5.0,Matches,Everton
873,Jarrad Branthwaite,eng ENG,DF,17.0,3.3,212.0,206.0,6.0,4.0,0.0,9.0,5.0,0,0.0,0.0,0.0,0.0,173.0,10.0,29.0,148.0,55.0,7.0,0.0,0.0,187.0,0.0,8.0,0.0,0.0,Matches,Everton
874,Jean-Philippe Gbamin,ci CIV,MF,23.0,1.5,67.0,64.0,3.0,3.0,0.0,9.0,3.0,0,0.0,0.0,0.0,0.0,46.0,7.0,14.0,7.0,55.0,4.0,0.0,0.0,50.0,0.0,6.0,0.0,5.0,Matches,Everton
875,Oumar Niasse,sn SEN,FW,29.0,0.2,5.0,5.0,0.0,0.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,Matches,Everton
