,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,club
679,Nano,es ESP,"FW,MF",26-084,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cadiz
680,Manuel Nieto,es ESP,"FW,MF",23-032,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.73,0.0,1.73,1.73,1.73,Matches,Cadiz
681,Álex Martín,es ESP,DF,23-095,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cadiz
682,Juan Flere,ar ARG,GK,22-353,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cadiz
683,Jean-Pierre Rhyner,ch SUI,DF,25-045,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cadiz
684,Juanjo Garrancho,es ESP,GK,23-307,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cadiz
685,Javier Martín Contreras,es ESP,DF,22-226,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cadiz
686,João Pedro,br BRA,"FW,MF",27,39,36,3260.0,36.2,19.0,4.0,15.0,4.0,6.0,6.0,0.0,0.52,0.11,0.63,0.41,0.52,13.6,9.0,2.8,11.8,0.39,0.08,0.47,0.26,0.34,Matches,Cagliari
687,Nahitan Nández,uy URU,"MF,DF",23,38,33,3000.0,33.3,2.0,3.0,2.0,0.0,0.0,14.0,0.0,0.06,0.09,0.15,0.06,0.15,1.7,1.7,3.8,5.4,0.05,0.12,0.17,0.05,0.17,Matches,Cagliari
688,Giovanni Simeone,ar ARG,FW,24,37,34,2924.0,32.5,12.0,3.0,12.0,0.0,0.0,4.0,0.0,0.37,0.09,0.46,0.37,0.46,12.2,12.2,2.3,14.5,0.38,0.07,0.45,0.38,0.45,Matches,Cagliari
689,Fabio Pisacane,it ITA,DF,33,32,29,2539.0,28.2,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.3,1.0,0.02,0.01,0.04,0.02,0.04,Matches,Cagliari
690,Ragnar Klavan,ee EST,DF,33,33,28,2534.0,28.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,0.02,0.02,0.04,0.02,0.04,Matches,Cagliari
691,Marko Rog,hr CRO,MF,24,32,29,2431.0,27.0,2.0,1.0,2.0,0.0,0.0,10.0,0.0,0.07,0.04,0.11,0.07,0.11,2.0,2.0,1.7,3.7,0.08,0.07,0.14,0.08,0.14,Matches,Cagliari
692,Radja Nainggolan,be BEL,"MF,FW",31,29,27,2268.0,25.2,6.0,7.0,6.0,0.0,0.0,6.0,0.0,0.24,0.28,0.52,0.24,0.52,2.6,2.6,4.5,7.1,0.11,0.2,0.31,0.11,0.31,Matches,Cagliari
693,Artur Ioniță,md MDA,MF,28,37,24,2155.0,23.9,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,0.7,1.6,0.04,0.03,0.08,0.04,0.08,Matches,Cagliari
694,Luca Pellegrini,it ITA,DF,20,24,22,1908.0,21.2,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.24,0.24,0.0,0.24,0.6,0.6,2.4,3.0,0.03,0.11,0.14,0.03,0.14,Matches,Cagliari
695,Robin Olsen,se SWE,GK,29,19,19,1704.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
696,Charalambos Lykogiannis,gr GRE,DF,25,23,17,1608.0,17.9,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,1.4,1.9,0.03,0.09,0.13,0.03,0.13,Matches,Cagliari
697,Luca Cigarini,it ITA,MF,33,22,19,1598.0,17.8,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.23,0.23,0.0,0.23,0.3,0.3,3.0,3.3,0.02,0.17,0.19,0.02,0.19,Matches,Cagliari
698,Alessio Cragno,it ITA,GK,25,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
699,Paolo Faragò,it ITA,DF,26,22,15,1433.0,15.9,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.13,0.06,0.13,1.5,1.5,0.7,2.2,0.1,0.05,0.15,0.1,0.15,Matches,Cagliari
700,Sebastian Walukiewicz,pl POL,DF,19,16,15,1345.0,14.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.01,0.01,0.0,0.01,Matches,Cagliari
701,Luca Ceppitelli,it ITA,DF,29,17,16,1336.0,14.8,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.13,0.0,0.13,0.13,0.13,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Matches,Cagliari
702,Fabrizio Cacciatore,it ITA,DF,32,17,15,1243.0,13.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,0.03,0.04,0.06,0.03,0.06,Matches,Cagliari
703,Federico Mattiello,it ITA,DF,24,18,9,930.0,10.3,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,1.0,1.2,0.02,0.09,0.11,0.02,0.11,Matches,Cagliari
704,Lucas Castro,ar ARG,MF,30,17,8,724.0,8.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,0.8,0.8,0.5,1.3,0.12,0.07,0.19,0.12,0.19,Matches,Cagliari
705,Christian Oliva,uy URU,MF,23,13,6,649.0,7.2,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.28,0.14,0.42,0.28,0.42,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches,Cagliari
706,Rafael,br BRA,GK,37,7,6,493.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
707,Valter Birsa,si SVN,MF,32,15,5,481.0,5.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.09,0.11,0.01,0.11,Matches,Cagliari
708,Alberto Cerri,it ITA,FW,23,13,3,417.0,4.6,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.43,0.22,0.65,0.43,0.65,0.6,0.6,0.2,0.8,0.23,0.06,0.29,0.23,0.29,Matches,Cagliari
709,Daniele Ragatzu,it ITA,"MF,FW",27,14,3,401.0,4.5,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.45,0.22,0.67,0.45,0.67,0.6,0.6,0.8,1.4,0.17,0.24,0.41,0.17,0.41,Matches,Cagliari
710,Andrea Carboni,it ITA,"DF,MF",18,7,5,368.0,4.1,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Cagliari
711,Gastón Pereiro,uy URU,"MF,FW",24,10,4,348.0,3.9,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.26,0.0,0.26,0.26,0.26,0.8,0.8,0.3,1.2,0.21,0.09,0.3,0.21,0.3,Matches,Cagliari
712,Alberto Paloschi,it ITA,"FW,MF",29,7,1,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches,Cagliari
713,Simone Pinna,it ITA,DF,21,2,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.15,0.15,0.0,0.15,Matches,Cagliari
714,Leonardo Pavoletti,it ITA,FW,30,3,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.18,0.0,0.18,0.18,0.18,Matches,Cagliari
715,Riccardo Ladinetti,it ITA,MF,18,3,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,Matches,Cagliari
716,Alessandro Deiola,it ITA,MF,23,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cagliari
717,Luca Gagliano,it ITA,FW,19,2,1,52.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.73,1.73,3.46,1.73,3.46,0.4,0.4,0.0,0.4,0.62,0.06,0.68,0.62,0.68,Matches,Cagliari
718,Simone Aresti,it ITA,GK,33,1,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,Matches,Cagliari
719,Federico Marigosu,it ITA,MF,18,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Cagliari
720,Salvatore Boccia,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
721,Alessandro Lombardi,it ITA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
722,Han Kwang-song,kp PRK,FW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
723,Fabio Porru,it ITA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
724,Giuseppe Ciocci,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
725,Filippo Romagna,it ITA,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
726,Isaias Del Pupo,ar ARG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cagliari
727,Renato Tapia,pe PER,MF,25-276,33,32,2782.0,30.9,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.03,0.03,0.0,0.03,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06,Matches,Celta Vigo
728,Jeison Murillo,co COL,DF,28-338,31,31,2699.0,30.0,2.0,0.0,2.0,0.0,0.0,11.0,1.0,0.07,0.0,0.07,0.07,0.07,0.5,0.5,0.2,0.6,0.02,0.01,0.02,0.02,0.02,Matches,Celta Vigo
729,Iago Aspas,es ESP,FW,33-272,30,29,2571.0,28.6,13.0,12.0,9.0,4.0,4.0,8.0,0.0,0.46,0.42,0.88,0.32,0.74,10.9,7.8,7.4,15.2,0.39,0.26,0.65,0.28,0.54,Matches,Celta Vigo
730,Hugo Mallo,es ESP,DF,29-312,30,29,2547.0,28.3,4.0,1.0,4.0,0.0,0.0,8.0,0.0,0.14,0.04,0.18,0.14,0.18,1.5,1.5,2.3,3.8,0.05,0.08,0.13,0.05,0.13,Matches,Celta Vigo
731,Denis Suárez,es ESP,MF,27-114,32,30,2475.0,27.5,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.36,0.36,0.0,0.36,0.8,0.8,3.8,4.5,0.03,0.14,0.17,0.03,0.17,Matches,Celta Vigo
732,Brais Méndez,es ESP,"MF,FW",24-113,31,26,2340.0,26.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.23,0.0,0.23,0.23,0.23,6.0,6.0,1.7,7.7,0.24,0.07,0.31,0.24,0.31,Matches,Celta Vigo
733,Nolito,es ESP,"MF,FW",34-197,32,30,2288.0,25.4,8.0,5.0,8.0,0.0,0.0,6.0,0.0,0.31,0.2,0.51,0.31,0.51,5.6,5.6,5.6,11.2,0.22,0.23,0.45,0.22,0.45,Matches,Celta Vigo
734,Néstor Araujo,mx MEX,DF,29-244,29,23,2111.0,23.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches,Celta Vigo
735,Santi Mina,es ESP,FW,25-144,30,24,2012.0,22.4,9.0,2.0,9.0,0.0,1.0,5.0,0.0,0.4,0.09,0.49,0.4,0.49,7.3,7.3,1.2,8.4,0.33,0.05,0.38,0.33,0.38,Matches,Celta Vigo
736,Rubén Blanco,es ESP,GK,25-279,19,19,1637.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo
737,Lucas Olaza,uy URU,DF,26-283,18,18,1615.0,17.9,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,2.2,2.6,0.02,0.12,0.14,0.02,0.14,Matches,Celta Vigo
738,Iván Villar,es ESP,GK,23-295,18,16,1511.0,16.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo
739,Joseph Aidoo,gh GHA,DF,25-213,24,14,1311.0,14.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.05,0.05,0.1,0.05,0.1,Matches,Celta Vigo
740,Aarón Martín,es ESP,DF,24-008,15,14,1225.0,13.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,Celta Vigo
741,Fran Beltrán,es ESP,MF,22-086,29,11,1120.0,12.4,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,1.4,1.4,0.3,1.6,0.13,0.02,0.15,0.13,0.15,Matches,Celta Vigo
742,José Fontán,es ESP,DF,21-078,15,8,787.0,8.7,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.08,0.0,0.08,0.08,0.08,Matches,Celta Vigo
743,Emre Mor,tr TUR,"FW,MF",23-280,13,8,623.0,6.9,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.29,0.14,0.29,0.3,0.3,0.2,0.5,0.06,0.03,0.1,0.06,0.1,Matches,Celta Vigo
744,Okay Yokuşlu,tr TUR,MF,27-052,14,5,614.0,6.8,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.08,0.05,0.14,0.08,0.14,Matches,Celta Vigo
745,Miguel Baeza,es ESP,"MF,FW",21-034,22,5,612.0,6.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,1.5,1.5,0.6,2.2,0.27,0.11,0.37,0.27,0.37,Matches,Celta Vigo
746,Sergio Carreira,es ESP,DF,20-199,5,5,439.0,4.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.21,0.41,0.21,0.41,0.4,0.4,0.0,0.4,0.13,0.0,0.13,0.13,0.13,Matches,Celta Vigo
747,Augusto Solari,ar ARG,MF,29-117,11,2,317.0,3.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57,0.57,0.0,0.57,0.0,0.0,1.2,1.3,0.01,0.35,0.36,0.01,0.36,Matches,Celta Vigo
748,Facundo Ferreyra,ar ARG,FW,30-047,11,2,284.0,3.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.32,0.0,0.32,0.32,0.32,1.4,1.4,0.0,1.4,0.45,0.0,0.45,0.45,0.45,Matches,Celta Vigo
749,Kevin Vázquez,es ESP,DF,28-038,3,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Celta Vigo
750,Lauti,uy URU,"MF,FW",20-080,3,2,155.0,1.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.58,0.58,1.16,0.58,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo
751,Jordan Holsgrove,sco SCO,MF,21-232,4,0,120.0,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.75,0.1,0.1,0.0,0.1,0.07,0.02,0.09,0.07,0.09,Matches,Celta Vigo
752,Gabriel Veiga,es ESP,"MF,DF",18-338,5,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Celta Vigo
753,Alfon,es ESP,MF,21-361,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.13,0.22,0.35,0.13,0.35,Matches,Celta Vigo
754,Miguel Rodríguez,es ESP,"FW,MF",18-001,4,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Celta Vigo
755,David Juncà,es ESP,DF,27-165,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,Matches,Celta Vigo
756,Iago Domínguez,es ESP,GK,19-159,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
757,Diego Pampín,es ESP,DF,21-046,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
758,Raúl Blanco,es ESP,MF,19-273,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
759,Carlos Dominguez,es ESP,DF,20-119,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
760,Álvaro Vadillo,es ESP,"FW,MF",26-230,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
761,Álvaro Fernández,es ESP,GK,21-020,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
762,David Costas,es ESP,DF,26-035,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
763,Jorge Sáenz,es ESP,DF,24-164,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
764,Patrick Sequeira,cr CRC,GK,22-060,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Celta Vigo
765,Mason Mount,eng ENG,"MF,FW",22-118,49,43,3791.0,42.1,9.0,7.0,8.0,1.0,1.0,6.0,0.0,0.21,0.17,0.38,0.19,0.36,7.6,6.9,8.5,15.3,0.21,0.23,0.44,0.19,0.42,Matches,Chelsea
766,Edouard Mendy,sn SEN,GK,29-068,40,40,3600.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
767,Timo Werner,de GER,"FW,MF",25-063,47,39,3403.0,37.8,12.0,11.0,9.0,3.0,4.0,1.0,0.0,0.32,0.29,0.61,0.24,0.53,17.4,14.9,6.4,21.3,0.51,0.19,0.7,0.44,0.62,Matches,Chelsea
768,César Azpilicueta,es ESP,DF,31-253,37,34,3106.0,34.5,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.03,0.06,0.09,0.03,0.09,1.2,1.2,2.3,3.5,0.04,0.08,0.11,0.04,0.11,Matches,Chelsea
769,Ben Chilwell,eng ENG,DF,24-138,37,35,2969.0,33.0,3.0,7.0,3.0,0.0,0.0,4.0,0.0,0.09,0.21,0.3,0.09,0.3,3.0,3.0,2.9,5.9,0.1,0.1,0.2,0.1,0.2,Matches,Chelsea
770,N'Golo Kanté,fr FRA,MF,30-040,44,30,2881.0,32.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.09,0.09,0.0,0.09,1.0,1.0,2.1,3.1,0.03,0.07,0.1,0.03,0.1,Matches,Chelsea
771,Jorginho,it ITA,MF,29-139,37,33,2866.0,31.8,7.0,2.0,0.0,7.0,10.0,6.0,0.0,0.22,0.06,0.28,0.0,0.06,7.7,0.1,2.6,2.7,0.26,0.09,0.35,0.0,0.09,Matches,Chelsea
772,Kurt Zouma,fr FRA,DF,26-193,33,31,2812.0,31.2,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,1.8,1.8,0.0,1.8,0.07,0.0,0.07,0.07,0.07,Matches,Chelsea
773,Reece James,eng ENG,DF,21-151,41,28,2745.0,30.5,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.03,0.16,0.2,0.03,0.2,1.5,1.5,3.9,5.4,0.05,0.14,0.2,0.05,0.2,Matches,Chelsea
774,Mateo Kovačić,hr CRO,MF,27-002,39,30,2547.0,28.3,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.07,0.07,0.0,0.07,1.3,1.3,2.7,4.0,0.05,0.11,0.16,0.05,0.16,Matches,Chelsea
775,Antonio Rüdiger,de GER,DF,28-066,29,27,2498.0,27.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Matches,Chelsea
776,Thiago Silva,br BRA,DF,36-228,29,28,2340.0,26.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.08,0.0,0.08,0.08,0.08,1.0,1.0,0.3,1.3,0.04,0.01,0.05,0.04,0.05,Matches,Chelsea
777,Kai Havertz,de GER,"MF,FW",21-331,41,27,2326.0,25.8,8.0,7.0,8.0,0.0,0.0,3.0,0.0,0.31,0.27,0.58,0.31,0.58,7.1,7.1,2.6,9.7,0.3,0.11,0.41,0.3,0.41,Matches,Chelsea
778,Andreas Christensen,dk DEN,DF,25-028,25,23,2064.0,22.9,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.02,0.02,0.01,0.02,Matches,Chelsea
779,Christian Pulisic,us USA,FW,22-232,37,21,2050.0,22.8,6.0,3.0,6.0,0.0,0.0,4.0,0.0,0.26,0.13,0.4,0.26,0.4,6.4,6.4,4.2,10.5,0.32,0.21,0.53,0.32,0.53,Matches,Chelsea
780,Callum Hudson-Odoi,eng ENG,"FW,DF",20-182,34,19,1778.0,19.8,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.25,0.25,0.51,0.25,0.51,2.2,2.2,3.5,5.7,0.15,0.24,0.38,0.15,0.38,Matches,Chelsea
781,Hakim Ziyech,ma MAR,"FW,MF",28-050,35,21,1710.0,19.0,5.0,4.0,5.0,0.0,0.0,5.0,0.0,0.26,0.21,0.47,0.26,0.47,3.2,3.2,4.7,7.8,0.2,0.3,0.5,0.2,0.5,Matches,Chelsea
782,Tammy Abraham,eng ENG,FW,23-218,32,18,1539.0,17.1,12.0,4.0,12.0,0.0,0.0,0.0,0.0,0.7,0.23,0.94,0.7,0.94,7.3,7.3,0.9,8.2,0.52,0.07,0.58,0.52,0.58,Matches,Chelsea
783,Olivier Giroud,fr FRA,FW,34-220,28,12,1173.0,13.0,11.0,0.0,10.0,1.0,1.0,1.0,0.0,0.84,0.0,0.84,0.77,0.77,6.3,5.6,0.8,6.4,0.58,0.08,0.66,0.51,0.59,Matches,Chelsea
784,Marcos Alonso,es ESP,DF,30-131,15,13,1094.0,12.2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,1.3,1.3,1.1,2.5,0.11,0.1,0.21,0.11,0.21,Matches,Chelsea
785,Kepa Arrizabalaga,es ESP,GK,26-217,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
786,Emerson Palmieri,it ITA,DF,26-278,15,7,797.0,8.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.3,0.3,0.4,0.7,0.08,0.11,0.19,0.08,0.19,Matches,Chelsea
787,Billy Gilmour,sco SCO,MF,19-331,9,6,563.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches,Chelsea
788,Fikayo Tomori,eng ENG,DF,23-140,4,2,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
789,Willy Caballero,ar ARG,GK,39-222,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
790,Ross Barkley,eng ENG,MF,27-154,3,1,132.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.68,0.0,0.68,0.68,0.68,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches,Chelsea
791,Faustino Anjorin,eng ENG,FW,19-166,3,1,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.14,0.31,0.45,0.14,0.45,Matches,Chelsea
792,Ruben Loftus-Cheek,eng ENG,FW,25-105,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea
793,Lewis Bate,eng ENG,MF,18-191,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
794,Karlo Ziger,hr CRO,GK,19-362,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
795,Nathan Baxter,eng ENG,GK,22-181,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
796,Vicente Guaita,es ESP,GK,34-116,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace
