,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,club
19,Olivier Giroud,fr FRA,FW,30.0,14.1,5.0,7.0,2.0,1.0,2.0,1.0,3.0,33.3,2.0,83.0,24.0,28.9,14.0,33.0,36.0,2.0,1.0,0.0,1.0,4.0,6.0,3.0,0.0,Matches,Arsenal
20,Henrikh Mkhitaryan,am ARM,"FW,MF",28.0,13.4,19.0,14.0,8.0,8.0,3.0,3.0,11.0,27.3,8.0,151.0,40.0,26.5,50.0,72.0,29.0,17.0,2.0,0.0,15.0,11.0,26.0,3.0,0.0,Matches,Arsenal
21,Pierre-Emerick Aubameyang,ga GAB,FW,28.0,12.7,5.0,4.0,2.0,3.0,0.0,1.0,10.0,10.0,9.0,131.0,32.0,24.4,18.0,63.0,50.0,12.0,4.0,0.0,8.0,5.0,10.0,6.0,0.0,Matches,Arsenal
22,Theo Walcott,eng ENG,"MF,FW",28.0,10.2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,16.0,8.0,50.0,8.0,3.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,Matches,Arsenal
23,Per Mertesacker,de GER,DF,32.0,9.4,2.0,5.0,0.0,2.0,0.0,0.0,0.0,,0.0,25.0,11.0,44.0,13.0,11.0,1.0,9.0,3.0,0.0,6.0,14.0,5.0,21.0,1.0,Matches,Arsenal
24,Reiss Nelson,eng ENG,"MF,FW",17.0,8.5,4.0,10.0,2.0,1.0,1.0,1.0,1.0,100.0,0.0,32.0,7.0,21.9,8.0,12.0,12.0,5.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,Matches,Arsenal
25,Francis Coquelin,fr FRA,"MF,DF",26.0,8.2,4.0,14.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,21.0,6.0,28.6,11.0,9.0,1.0,1.0,0.0,0.0,1.0,17.0,9.0,2.0,0.0,Matches,Arsenal
26,Mathieu Debuchy,fr FRA,DF,32.0,7.2,,6.0,,,,,,,,,,,,,,,,,,8.0,0.0,,,Matches,Arsenal
27,Joe Willock,eng ENG,MF,17.0,5.7,2.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,4.0,26.7,3.0,9.0,3.0,5.0,0.0,0.0,5.0,9.0,4.0,1.0,0.0,Matches,Arsenal
28,Alex Oxlade-Chamberlain,eng ENG,"MF,DF",23.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,100.0,0.0,44.0,14.0,31.8,18.0,13.0,13.0,10.0,2.0,0.0,8.0,7.0,8.0,3.0,0.0,Matches,Arsenal
29,Matt Macey,eng ENG,GK,22.0,2.3,,0.0,,,,,,,,,,,,,,,,,,1.0,0.0,,,Matches,Arsenal
30,Konstantinos Mavropanos,gr GRE,"DF,MF",19.0,2.2,2.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,3.0,75.0,1.0,3.0,0.0,4.0,3.0,0.0,1.0,4.0,6.0,11.0,0.0,Matches,Arsenal
31,Eddie Nketiah,eng ENG,"FW,MF",18.0,1.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,2.0,33.3,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Arsenal
32,Josh Dasilva,eng ENG,MF,18.0,0.7,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,Matches,Arsenal
33,Chuba Akpom,eng ENG,FW,21.0,0.6,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,Matches,Arsenal
34,Marcus McGuane,eng ENG,MF,18.0,0.1,,,,,,,,,,,,,,,,,,,,,0.0,,,Matches,Arsenal
35,Ben Sheaf,eng ENG,MF,19.0,0.1,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,Matches,Arsenal
36,Remo Freuler,ch SUI,MF,25.0,33.4,96.0,54.0,37.0,41.0,18.0,21.0,96.0,21.9,75.0,754.0,233.0,30.9,228.0,388.0,138.0,65.0,12.0,0.0,53.0,30.0,126.0,24.0,0.0,Matches,Atalanta
37,Bryan Cristante,it ITA,"MF,FW",22.0,31.4,69.0,51.0,24.0,32.0,13.0,11.0,54.0,20.4,43.0,834.0,281.0,33.7,144.0,478.0,212.0,53.0,8.0,0.0,45.0,32.0,101.0,40.0,1.0,Matches,Atalanta
38,Etrit Berisha,al ALB,GK,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Matches,Atalanta
39,Papu Gómez,ar ARG,"FW,MF",29.0,30.6,19.0,15.0,9.0,6.0,4.0,3.0,26.0,11.5,23.0,409.0,124.0,30.3,63.0,162.0,184.0,21.0,1.0,0.0,20.0,18.0,37.0,5.0,0.0,Matches,Atalanta
40,Andrea Masiello,it ITA,DF,31.0,30.1,69.0,36.0,39.0,25.0,5.0,23.0,55.0,41.8,32.0,274.0,95.0,34.7,149.0,107.0,18.0,54.0,9.0,0.0,45.0,40.0,109.0,154.0,0.0,Matches,Atalanta
41,Marten de Roon,nl NED,MF,26.0,28.6,75.0,53.0,26.0,42.0,7.0,22.0,98.0,22.4,76.0,661.0,198.0,30.0,168.0,395.0,98.0,48.0,6.0,0.0,42.0,29.0,104.0,52.0,1.0,Matches,Atalanta
42,Rafael Tolói,it ITA,DF,26.0,27.2,62.0,40.0,33.0,28.0,1.0,27.0,80.0,33.8,53.0,374.0,139.0,37.2,163.0,184.0,27.0,55.0,16.0,0.0,39.0,43.0,105.0,127.0,0.0,Matches,Atalanta
43,Hans Hateboer,nl NED,"DF,MF",23.0,26.6,42.0,27.0,18.0,21.0,3.0,16.0,28.0,57.1,12.0,361.0,105.0,29.1,133.0,168.0,60.0,52.0,7.0,0.0,45.0,15.0,57.0,40.0,0.0,Matches,Atalanta
44,Mattia Caldara,it ITA,DF,23.0,24.0,47.0,24.0,20.0,24.0,3.0,8.0,28.0,28.6,20.0,299.0,96.0,32.1,146.0,144.0,9.0,40.0,19.0,0.0,21.0,25.0,72.0,130.0,0.0,Matches,Atalanta
45,José Luis Palomino,ar ARG,DF,27.0,22.0,67.0,41.0,44.0,20.0,3.0,20.0,44.0,45.5,24.0,373.0,129.0,34.6,213.0,150.0,10.0,50.0,18.0,0.0,32.0,21.0,88.0,120.0,0.0,Matches,Atalanta
46,Andrea Petagna,it ITA,FW,22.0,18.0,10.0,8.0,3.0,6.0,1.0,1.0,15.0,6.7,14.0,239.0,61.0,25.5,20.0,101.0,118.0,20.0,4.0,0.0,16.0,3.0,13.0,7.0,0.0,Matches,Atalanta
47,Josip Iličić,si SVN,"FW,MF",29.0,22.2,23.0,12.0,4.0,15.0,4.0,5.0,29.0,17.2,24.0,306.0,97.0,31.7,39.0,158.0,109.0,18.0,0.0,0.0,18.0,19.0,42.0,6.0,0.0,Matches,Atalanta
48,Leonardo Spinazzola,it ITA,DF,24.0,16.7,17.0,8.0,9.0,7.0,1.0,6.0,16.0,37.5,10.0,165.0,54.0,32.7,58.0,69.0,38.0,35.0,4.0,0.0,31.0,16.0,33.0,37.0,0.0,Matches,Atalanta
49,Timothy Castagne,be BEL,"DF,MF",21.0,16.7,53.0,32.0,28.0,17.0,8.0,13.0,37.0,35.1,24.0,290.0,93.0,32.1,111.0,121.0,58.0,33.0,5.0,0.0,28.0,11.0,64.0,56.0,0.0,Matches,Atalanta
50,Robin Gosens,de GER,"DF,MF",23.0,16.1,60.0,32.0,33.0,23.0,4.0,27.0,53.0,50.9,26.0,265.0,95.0,35.8,97.0,113.0,55.0,34.0,3.0,0.0,31.0,19.0,79.0,37.0,0.0,Matches,Atalanta
51,Andreas Cornelius,dk DEN,FW,24.0,10.4,8.0,5.0,5.0,1.0,2.0,1.0,7.0,14.3,6.0,155.0,44.0,28.4,13.0,82.0,60.0,4.0,0.0,0.0,4.0,1.0,9.0,8.0,0.0,Matches,Atalanta
52,Gianluca Mancini,it ITA,DF,21.0,7.6,17.0,9.0,10.0,6.0,1.0,6.0,12.0,50.0,6.0,139.0,45.0,32.4,62.0,68.0,9.0,12.0,2.0,0.0,10.0,10.0,27.0,22.0,0.0,Matches,Atalanta
53,Jasmin Kurtić,si SVN,"MF,FW",28.0,7.4,12.0,11.0,4.0,4.0,4.0,4.0,12.0,33.3,8.0,124.0,42.0,33.9,21.0,55.0,48.0,9.0,0.0,0.0,9.0,5.0,17.0,5.0,0.0,Matches,Atalanta
54,Pierluigi Gollini,it ITA,GK,22.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
55,Musa Barrow,gm GAM,"FW,MF",18.0,4.9,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,97.0,26.0,26.8,5.0,36.0,56.0,4.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,Matches,Atalanta
56,Nicolas Haas,ch SUI,MF,21.0,1.9,3.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,5.0,44.0,13.0,29.5,18.0,18.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,Matches,Atalanta
57,Riccardo Orsolini,it ITA,"FW,MF",20.0,1.4,2.0,2.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,21.0,6.0,28.6,4.0,12.0,5.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,Matches,Atalanta
58,Alessandro Bastoni,it ITA,DF,18.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,14.0,4.0,28.6,5.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,Matches,Atalanta
59,Luca Vido,it ITA,"FW,MF",20.0,0.8,5.0,3.0,2.0,3.0,0.0,1.0,1.0,100.0,0.0,13.0,5.0,38.5,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Matches,Atalanta
60,Francesco Rossi,it ITA,GK,26.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atalanta
61,Squad Total,,,25.7,38.0,762.0,469.0,354.0,325.0,83.0,217.0,702.0,30.9,485.0,6213.0,1985.0,31.9,1864.0,3021.0,1328.0,612.0,116.0,0.0,496.0,338.0,1100.0,883.0,4.0,,Atalanta
62,Opponent Total,,,27.1,38.0,770.0,484.0,404.0,289.0,77.0,217.0,739.0,29.4,522.0,6744.0,1885.0,28.0,2468.0,2962.0,1314.0,674.0,167.0,2.0,507.0,400.0,1170.0,867.0,10.0,,Atalanta
63,Philipp Max,de GER,DF,23.0,33.9,58.0,31.0,30.0,18.0,10.0,24.0,62.0,38.7,38.0,411.0,116.0,28.2,194.0,167.0,50.0,30.0,8.0,0.0,22.0,21.0,77.0,76.0,0.0,Matches,Augsburg
64,Marwin Hitz,ch SUI,GK,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Matches,Augsburg
65,Caiuby,br BRA,"FW,MF",29.0,31.7,45.0,24.0,22.0,20.0,3.0,13.0,54.0,24.1,41.0,641.0,177.0,27.6,126.0,347.0,168.0,52.0,4.0,0.0,48.0,15.0,60.0,48.0,0.0,Matches,Augsburg
66,Martin Hinteregger,at AUT,DF,24.0,30.5,62.0,41.0,44.0,17.0,1.0,25.0,43.0,58.1,18.0,256.0,92.0,35.9,163.0,83.0,10.0,56.0,29.0,0.0,27.0,34.0,96.0,146.0,4.0,Matches,Augsburg
67,Daniel Baier,de GER,MF,33.0,29.2,60.0,48.0,29.0,30.0,1.0,19.0,72.0,26.4,53.0,462.0,135.0,29.2,178.0,244.0,40.0,44.0,4.0,0.0,40.0,48.0,102.0,59.0,1.0,Matches,Augsburg
68,Michael Gregoritsch,at AUT,"MF,FW",23.0,28.9,21.0,17.0,5.0,11.0,5.0,6.0,31.0,19.4,25.0,528.0,141.0,26.7,60.0,260.0,208.0,29.0,2.0,0.0,27.0,14.0,33.0,57.0,0.0,Matches,Augsburg
69,Jeffrey Gouweleeuw,nl NED,DF,26.0,27.5,47.0,33.0,33.0,11.0,3.0,14.0,41.0,34.1,27.0,270.0,85.0,31.5,162.0,92.0,16.0,44.0,7.0,0.0,37.0,42.0,87.0,134.0,1.0,Matches,Augsburg
70,Rani Khedira,de GER,"MF,DF",23.0,26.3,49.0,33.0,21.0,23.0,5.0,18.0,34.0,52.9,16.0,438.0,130.0,29.7,167.0,202.0,69.0,55.0,20.0,0.0,35.0,30.0,74.0,111.0,0.0,Matches,Augsburg
71,Koo Ja-cheol,kr KOR,"MF,FW",28.0,22.9,46.0,30.0,17.0,23.0,6.0,15.0,39.0,38.5,24.0,394.0,106.0,26.9,97.0,224.0,73.0,27.0,1.0,0.0,26.0,28.0,74.0,32.0,1.0,Matches,Augsburg
72,Alfreð Finnbogason,is ISL,FW,28.0,21.2,14.0,10.0,4.0,6.0,4.0,3.0,12.0,25.0,9.0,381.0,102.0,26.8,27.0,160.0,194.0,16.0,2.0,1.0,14.0,12.0,26.0,8.0,0.0,Matches,Augsburg
73,Jonathan Schmid,fr FRA,"DF,FW",27.0,17.4,26.0,15.0,9.0,11.0,6.0,8.0,18.0,44.4,10.0,244.0,55.0,22.5,65.0,117.0,62.0,29.0,2.0,0.0,27.0,8.0,33.0,41.0,1.0,Matches,Augsburg
74,Daniel Opare,gh GHA,"DF,MF",26.0,15.7,28.0,20.0,18.0,10.0,0.0,9.0,17.0,52.9,8.0,173.0,56.0,32.4,96.0,62.0,15.0,25.0,5.0,0.0,20.0,23.0,51.0,47.0,0.0,Matches,Augsburg
75,Marcel Heller,de GER,"FW,MF",31.0,15.2,33.0,24.0,19.0,12.0,2.0,6.0,31.0,19.4,25.0,291.0,62.0,21.3,86.0,122.0,83.0,18.0,1.0,0.0,17.0,10.0,43.0,9.0,0.0,Matches,Augsburg
76,Kevin Danso,at AUT,DF,18.0,12.3,17.0,11.0,11.0,6.0,0.0,5.0,14.0,35.7,9.0,113.0,45.0,39.8,72.0,35.0,6.0,27.0,12.0,0.0,15.0,14.0,31.0,92.0,1.0,Matches,Augsburg
77,Raphael Framberger,de GER,DF,21.0,8.7,14.0,11.0,7.0,5.0,2.0,8.0,17.0,47.1,9.0,110.0,44.0,40.0,44.0,41.0,25.0,11.0,2.0,0.0,9.0,11.0,24.0,23.0,0.0,Matches,Augsburg
78,Jan Morávek,cz CZE,MF,27.0,7.8,42.0,35.0,17.0,23.0,2.0,13.0,31.0,41.9,18.0,200.0,64.0,32.0,57.0,115.0,28.0,20.0,2.0,0.0,18.0,9.0,51.0,14.0,0.0,Matches,Augsburg
79,Marco Richter,de GER,"FW,MF",19.0,7.2,20.0,10.0,10.0,7.0,3.0,7.0,19.0,36.8,12.0,129.0,41.0,31.8,38.0,50.0,41.0,6.0,1.0,1.0,5.0,6.0,26.0,6.0,0.0,Matches,Augsburg
80,Sergio Córdova,ve VEN,"FW,MF",19.0,6.8,6.0,4.0,0.0,5.0,1.0,1.0,7.0,14.3,6.0,139.0,37.0,26.6,11.0,68.0,60.0,8.0,3.0,0.0,5.0,1.0,7.0,5.0,0.0,Matches,Augsburg
81,Gojko Kačar,rs SRB,DF,30.0,2.5,4.0,3.0,3.0,1.0,0.0,2.0,7.0,28.6,5.0,26.0,8.0,30.8,23.0,3.0,0.0,5.0,4.0,0.0,1.0,4.0,8.0,10.0,0.0,Matches,Augsburg
82,Andreas Luthe,de GER,GK,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Augsburg
83,Erik Thommy,de GER,FW,22.0,1.9,7.0,3.0,1.0,2.0,4.0,3.0,7.0,42.9,4.0,56.0,12.0,21.4,12.0,27.0,17.0,4.0,0.0,0.0,4.0,3.0,10.0,3.0,0.0,Matches,Augsburg
84,Christoph Janker,de GER,"DF,MF",32.0,0.9,3.0,2.0,2.0,1.0,0.0,2.0,3.0,66.7,1.0,10.0,5.0,50.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,Matches,Augsburg
85,Kilian Jakob,de GER,FW,19.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,6.0,46.2,1.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Augsburg
86,Shawn Parker,de GER,"DF,MF",24.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Augsburg
87,Kostas Stafylidis,gr GRE,DF,23.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,14.0,3.0,21.4,6.0,7.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,Matches,Augsburg
88,Ji Dong-won,kr KOR,"FW,MF",26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,1.0,11.1,1.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Matches,Augsburg
89,Simon Asta,de GER,MF,16.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Matches,Augsburg
90,Sven Ulreich,de GER,GK,28.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bayern Munich
91,Joshua Kimmich,de GER,DF,22.0,43.5,29.0,37.0,13.0,14.0,2.0,13.0,32.0,40.6,19.0,317.0,113.0,35.6,138.0,105.0,74.0,36.0,5.0,1.0,31.0,34.0,46.0,39.0,0.0,Matches,Bayern Munich
92,Robert Lewandowski,pl POL,FW,28.0,42.1,4.0,12.0,2.0,0.0,2.0,2.0,3.0,66.7,1.0,279.0,93.0,33.3,7.0,68.0,204.0,11.0,4.0,0.0,7.0,10.0,10.0,9.0,0.0,Matches,Bayern Munich
93,Mats Hummels,de GER,DF,28.0,38.8,54.0,62.0,32.0,19.0,3.0,22.0,43.0,51.2,21.0,195.0,93.0,47.7,106.0,74.0,15.0,41.0,16.0,0.0,25.0,50.0,86.0,108.0,0.0,Matches,Bayern Munich
94,Thomas Müller,de GER,"FW,MF",27.0,35.2,35.0,37.0,9.0,18.0,8.0,12.0,28.0,42.9,16.0,400.0,125.0,31.3,62.0,191.0,147.0,20.0,3.0,0.0,17.0,18.0,42.0,12.0,0.0,Matches,Bayern Munich
95,Niklas Süle,de GER,DF,21.0,33.3,36.0,32.0,26.0,9.0,1.0,16.0,29.0,55.2,13.0,210.0,77.0,36.7,108.0,86.0,16.0,28.0,15.0,1.0,13.0,40.0,56.0,86.0,1.0,Matches,Bayern Munich
96,Javi Martínez,es ESP,"MF,DF",28.0,30.4,23.0,31.0,8.0,13.0,2.0,4.0,20.0,20.0,16.0,278.0,87.0,31.3,80.0,164.0,34.0,22.0,5.0,1.0,17.0,58.0,49.0,60.0,0.0,Matches,Bayern Munich
97,James Rodríguez,co COL,MF,26.0,29.3,33.0,38.0,10.0,16.0,7.0,10.0,30.0,33.3,20.0,323.0,99.0,30.7,69.0,167.0,87.0,19.0,2.0,0.0,17.0,24.0,45.0,8.0,0.0,Matches,Bayern Munich
98,David Alaba,at AUT,DF,25.0,29.3,23.0,21.0,10.0,9.0,4.0,9.0,13.0,69.2,4.0,202.0,75.0,37.1,73.0,76.0,53.0,27.0,5.0,1.0,22.0,19.0,33.0,30.0,0.0,Matches,Bayern Munich
99,Rafinha,br BRA,DF,31.0,29.1,34.0,32.0,20.0,11.0,3.0,11.0,30.0,36.7,19.0,205.0,74.0,36.1,95.0,70.0,40.0,27.0,6.0,0.0,21.0,41.0,55.0,37.0,0.0,Matches,Bayern Munich
100,Jérôme Boateng,de GER,DF,28.0,29.1,27.0,27.0,18.0,7.0,2.0,10.0,27.0,37.0,17.0,115.0,44.0,38.3,59.0,49.0,7.0,24.0,11.0,0.0,13.0,30.0,45.0,74.0,1.0,Matches,Bayern Munich
101,Corentin Tolisso,fr FRA,MF,22.0,27.0,28.0,24.0,10.0,11.0,7.0,10.0,29.0,34.5,19.0,271.0,94.0,34.7,56.0,161.0,54.0,21.0,4.0,0.0,17.0,19.0,41.0,12.0,1.0,Matches,Bayern Munich
102,Arjen Robben,nl NED,"FW,MF",33.0,25.9,10.0,13.0,1.0,4.0,5.0,2.0,11.0,18.2,9.0,176.0,56.0,31.8,24.0,86.0,66.0,12.0,1.0,0.0,11.0,5.0,14.0,1.0,0.0,Matches,Bayern Munich
103,Arturo Vidal,cl CHI,MF,30.0,25.7,51.0,58.0,27.0,19.0,5.0,18.0,61.0,29.5,43.0,396.0,150.0,37.9,131.0,199.0,66.0,34.0,1.0,0.0,33.0,30.0,66.0,33.0,0.0,Matches,Bayern Munich
104,Franck Ribéry,fr FRA,"FW,MF",34.0,24.8,13.0,13.0,5.0,4.0,4.0,8.0,19.0,42.1,11.0,231.0,65.0,28.1,54.0,104.0,73.0,15.0,1.0,0.0,14.0,14.0,22.0,4.0,0.0,Matches,Bayern Munich
105,Sebastian Rudy,de GER,MF,27.0,23.8,42.0,40.0,14.0,21.0,7.0,13.0,40.0,32.5,27.0,299.0,109.0,36.5,59.0,185.0,55.0,22.0,1.0,0.0,21.0,30.0,64.0,10.0,0.0,Matches,Bayern Munich
106,Thiago Alcántara,es ESP,"MF,FW",26.0,23.3,32.0,56.0,7.0,19.0,6.0,6.0,22.0,27.3,16.0,263.0,99.0,37.6,57.0,133.0,73.0,21.0,2.0,0.0,19.0,41.0,52.0,7.0,0.0,Matches,Bayern Munich
