,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club
615,Nolito,es ESP,"FW,MF",32.0,3.6,2,6,4,66.7,1.67,1.11,0.17,0.25,19.2,2.0,1,1,2.0,1.3,0.21,0.0,-0.3,Matches,Celta Vigo
616,Sergio Álvarez,es ESP,GK,32.0,3.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta Vigo
617,Iván Villar,es ESP,GK,22.0,3.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta Vigo
618,David Juncà,es ESP,DF,25.0,2.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta Vigo
619,Juan Hernández,es ESP,"FW,MF",24.0,1.6,0,2,0,0.0,1.26,0.0,0.0,,19.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Celta Vigo
620,José Fontán,es ESP,DF,19.0,1.2,0,1,0,0.0,0.87,0.0,0.0,,,,0,0,,,,,,Matches,Celta Vigo
621,Jacobo,es ESP,DF,22.0,0.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta Vigo
622,Losada,es ESP,"MF,FW",17.0,0.1,1,1,1,100.0,6.92,6.92,1.0,1.0,17.7,0.0,0,0,0.0,0.0,0.03,1.0,1.0,Matches,Celta Vigo
623,Sergio Bermejo,es ESP,FW,21.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Celta Vigo
624,César Azpilicueta,es ESP,DF,29.0,47.9,4,35,9,25.7,0.73,0.19,0.11,0.44,12.8,0.0,0,0,3.9,3.9,0.12,0.1,0.1,Matches,Chelsea
625,Mason Mount,eng ENG,"MF,FW",20.0,41.5,8,102,39,38.2,2.46,0.94,0.08,0.21,19.9,12.0,0,0,8.0,8.0,0.09,-1.0,-1.0,Matches,Chelsea
626,Kepa Arrizabalaga,es ESP,GK,24.0,41.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Chelsea
627,Kurt Zouma,fr FRA,DF,24.0,41.2,1,25,6,24.0,0.61,0.15,0.04,0.17,11.4,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,Chelsea
628,Jorginho,it ITA,MF,27.0,39.0,7,17,2,11.8,0.44,0.05,0.06,0.5,24.4,0.0,6,6,5.2,1.4,0.1,0.8,-0.4,Matches,Chelsea
629,Willian,br BRA,FW,30.0,37.3,11,79,32,40.5,2.12,0.86,0.09,0.22,19.3,9.0,4,4,8.2,5.2,0.07,1.8,0.8,Matches,Chelsea
630,Mateo Kovačić,hr CRO,MF,25.0,36.4,2,31,9,29.0,0.85,0.25,0.06,0.22,19.6,0.0,0,0,1.8,1.8,0.07,0.2,0.2,Matches,Chelsea
631,Tammy Abraham,eng ENG,FW,21.0,32.8,18,111,45,40.5,3.38,1.37,0.16,0.4,10.6,0.0,0,0,18.5,18.5,0.17,-0.5,-0.5,Matches,Chelsea
632,Reece James,eng ENG,DF,19.0,26.6,2,30,8,26.7,1.13,0.3,0.07,0.25,20.7,0.0,0,0,0.9,0.9,0.04,0.1,0.1,Matches,Chelsea
633,Marcos Alonso,es ESP,DF,28.0,26.0,4,50,15,30.0,1.92,0.58,0.08,0.27,16.5,4.0,0,0,2.7,2.7,0.07,1.3,1.3,Matches,Chelsea
634,Andreas Christensen,dk DEN,DF,23.0,26.0,0,9,2,22.2,0.35,0.08,0.0,0.0,11.2,0.0,0,0,0.8,0.8,0.1,-0.8,-0.8,Matches,Chelsea
635,Christian Pulisic,us USA,FW,20.0,26.0,11,81,30,37.0,3.12,1.15,0.14,0.37,13.5,0.0,0,0,9.1,9.1,0.13,0.9,0.9,Matches,Chelsea
636,N'Golo Kanté,fr FRA,MF,28.0,25.6,3,23,6,26.1,0.9,0.23,0.13,0.5,19.5,0.0,0,0,2.0,2.0,0.09,1.0,1.0,Matches,Chelsea
637,Antonio Rüdiger,de GER,DF,26.0,24.9,2,12,3,25.0,0.48,0.12,0.17,0.67,13.9,0.0,0,0,0.6,0.6,0.05,1.4,1.4,Matches,Chelsea
638,Fikayo Tomori,eng ENG,DF,21.0,20.7,2,15,5,33.3,0.72,0.24,0.13,0.4,11.6,0.0,0,0,0.9,0.9,0.08,0.1,0.1,Matches,Chelsea
639,Ross Barkley,eng ENG,"FW,MF",25.0,18.9,5,60,22,36.7,3.17,1.16,0.08,0.23,22.1,5.0,0,1,3.0,2.3,0.05,-2.0,-1.3,Matches,Chelsea
640,Emerson Palmieri,it ITA,DF,24.0,16.9,0,18,10,55.6,1.06,0.59,0.0,0.0,19.6,1.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,Chelsea
641,Callum Hudson-Odoi,eng ENG,"FW,MF",18.0,16.5,3,42,10,23.8,2.54,0.61,0.07,0.3,18.4,0.0,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches,Chelsea
642,Olivier Giroud,fr FRA,FW,32.0,15.5,10,52,26,50.0,3.35,1.67,0.19,0.38,11.2,1.0,0,0,6.8,6.8,0.16,1.2,1.2,Matches,Chelsea
643,Pedro,es ESP,"FW,DF",32.0,14.2,2,38,11,28.9,2.68,0.78,0.03,0.09,16.6,0.0,1,1,2.9,2.9,0.11,-1.9,-1.9,Matches,Chelsea
644,Willy Caballero,ar ARG,GK,37.0,14.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Chelsea
645,Michy Batshuayi,be BEL,FW,25.0,7.5,6,38,11,28.9,5.07,1.47,0.16,0.55,12.9,0.0,0,0,3.9,3.9,0.16,-1.9,-1.9,Matches,Chelsea
646,Billy Gilmour,sco SCO,MF,18.0,5.7,0,3,1,33.3,0.53,0.18,0.0,0.0,24.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,Chelsea
647,Ruben Loftus-Cheek,eng ENG,"MF,FW",23.0,2.6,0,5,0,0.0,1.94,0.0,0.0,,9.1,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches,Chelsea
648,Marc Guéhi,eng ENG,DF,19.0,2.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Chelsea
649,Tariq Lamptey,eng ENG,DF,18.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Chelsea
650,Faustino Anjorin,eng ENG,FW,17.0,0.5,0,2,0,0.0,4.09,0.0,0.0,,31.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,Chelsea
651,Ian Maatsen,nl NED,DF,17.0,0.3,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Chelsea
652,Armando Broja,al ALB,FW,17.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Chelsea
653,Wilfried Zaha,ci CIV,"MF,FW",26.0,37.1,4,61,17,27.9,1.64,0.46,0.07,0.24,15.8,0.0,0,0,5.3,5.3,0.09,-1.3,-1.3,Matches,Crystal Palace
654,Jordan Ayew,gh GHA,"FW,MF",27.0,36.5,9,58,24,41.4,1.59,0.66,0.16,0.38,14.7,0.0,0,0,6.5,6.5,0.12,2.5,2.5,Matches,Crystal Palace
655,Vicente Guaita,es ESP,GK,32.0,35.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace
656,James McArthur,sco SCO,MF,31.0,34.9,0,29,6,20.7,0.83,0.17,0.0,0.0,17.9,0.0,0,0,2.5,2.5,0.08,-2.5,-2.5,Matches,Crystal Palace
657,Cheikhou Kouyaté,sn SEN,"MF,DF",29.0,29.1,1,23,5,21.7,0.79,0.17,0.04,0.2,11.2,0.0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,Crystal Palace
658,Luka Milivojević,rs SRB,MF,28.0,28.6,3,30,7,23.3,1.05,0.24,0.03,0.14,27.7,11.0,2,2,2.5,1.0,0.03,0.5,0.0,Matches,Crystal Palace
659,Patrick van Aanholt,nl NED,DF,28.0,27.9,3,26,5,19.2,0.93,0.18,0.08,0.4,21.0,3.0,1,1,2.4,1.6,0.06,0.6,0.4,Matches,Crystal Palace
660,Joel Ward,eng ENG,DF,29.0,26.5,0,5,1,20.0,0.19,0.04,0.0,0.0,14.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Crystal Palace
661,Gary Cahill,eng ENG,DF,33.0,25.9,0,22,5,22.7,0.85,0.19,0.0,0.0,11.6,0.0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches,Crystal Palace
662,James McCarthy,ie IRL,MF,28.0,21.0,0,15,4,26.7,0.71,0.19,0.0,0.0,22.5,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,Crystal Palace
663,Martin Kelly,eng ENG,DF,29.0,18.7,0,3,0,0.0,0.16,0.0,0.0,,19.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,Crystal Palace
664,James Tomkins,eng ENG,DF,30.0,17.8,1,9,2,22.2,0.51,0.11,0.11,0.5,7.9,0.0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches,Crystal Palace
665,Andros Townsend,eng ENG,MF,28.0,15.7,1,14,5,35.7,0.89,0.32,0.07,0.2,24.9,1.0,0,0,0.4,0.4,0.03,0.6,0.6,Matches,Crystal Palace
666,Scott Dann,eng ENG,DF,32.0,15.4,0,8,2,25.0,0.52,0.13,0.0,0.0,8.7,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,Crystal Palace
667,Christian Benteke,be BEL,FW,28.0,15.3,2,46,21,45.7,3.0,1.37,0.04,0.1,12.3,0.0,0,0,5.1,5.1,0.12,-3.1,-3.1,Matches,Crystal Palace
668,Jeffrey Schlupp,gh GHA,"MF,DF",26.0,11.5,3,18,9,50.0,1.56,0.78,0.17,0.33,18.9,0.0,0,0,1.7,1.7,0.09,1.3,1.3,Matches,Crystal Palace
669,Jaïro Riedewald,nl NED,"DF,MF",22.0,10.7,0,3,0,0.0,0.28,0.0,0.0,,27.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Crystal Palace
670,Mamadou Sakho,fr FRA,DF,29.0,10.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace
671,Max Meyer,de GER,"MF,FW",23.0,8.5,0,9,2,22.2,1.06,0.24,0.0,0.0,17.0,0.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,Crystal Palace
672,Wayne Hennessey,wal WAL,GK,32.0,5.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace
673,Connor Wickham,eng ENG,"FW,MF",26.0,2.8,1,7,2,28.6,2.54,0.73,0.14,0.5,12.3,0.0,0,0,1.3,1.3,0.33,-0.3,-0.3,Matches,Crystal Palace
674,Tyrick Mitchell,eng ENG,DF,19.0,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace
675,Cenk Tosun,tr TUR,FW,28.0,2.0,1,4,2,50.0,2.03,1.02,0.25,0.5,11.9,0.0,0,0,0.7,0.7,0.18,0.3,0.3,Matches,Crystal Palace
676,Sam Woods,eng ENG,DF,20.0,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,,,0,0,,,,,,Matches,Crystal Palace
677,Víctor Camarasa,es ESP,MF,25.0,1.4,0,2,1,50.0,1.43,0.71,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace
678,Brandon Pierrick,eng ENG,"DF,FW",17.0,1.0,0,1,1,100.0,1.03,1.03,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Crystal Palace
679,Bruno Ecuele Manga,ga GAB,DF,31.0,31.0,1,19,1,5.3,0.61,0.03,0.05,1.0,12.9,0.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,dijon
680,Didier Ibrahim Ndong,ga GAB,MF,25.0,30.3,0,20,7,35.0,0.66,0.23,0.0,0.0,25.7,0.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,dijon
681,Wesley Lautoa,nc NCL,"MF,DF",31.0,25.1,1,13,1,7.7,0.52,0.04,0.08,1.0,15.0,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,dijon
682,Júlio Tavares,cv CPV,FW,30.0,23.1,5,51,17,33.3,2.21,0.74,0.08,0.24,14.1,0.0,1,1,7.4,6.7,0.14,-2.4,-2.7,Matches,dijon
683,Romain Amalfitano,fr FRA,MF,29.0,22.2,1,13,2,15.4,0.59,0.09,0.08,0.5,25.1,0.0,0,0,0.3,0.3,0.03,0.7,0.7,Matches,dijon
684,Mama Samba Baldé,gw GNB,"FW,MF",23.0,21.3,6,52,17,32.7,2.45,0.8,0.12,0.35,16.0,0.0,0,0,4.9,4.9,0.1,1.1,1.1,Matches,dijon
685,Alfred Gomis,sn SEN,GK,25.0,20.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,dijon
686,Fouad Chafik,ma MAR,DF,32.0,20.0,0,8,0,0.0,0.4,0.0,0.0,,26.6,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,dijon
687,Stephy Mavididi,eng ENG,"FW,MF",21.0,18.9,8,30,14,46.7,1.59,0.74,0.27,0.57,15.5,0.0,0,0,3.0,3.0,0.11,2.0,2.0,Matches,dijon
688,Mounir Chouiar,fr FRA,"MF,FW",20.0,18.6,6,41,19,46.3,2.2,1.02,0.15,0.32,17.2,6.0,0,0,3.8,3.8,0.1,0.2,0.2,Matches,dijon
689,Mickaël Alphonse,GPE,DF,30.0,18.3,0,8,0,0.0,0.44,0.0,0.0,,23.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,dijon
690,Hamza Mendyl,ma MAR,DF,21.0,17.5,1,10,1,10.0,0.57,0.06,0.1,1.0,20.8,1.0,0,0,0.6,0.6,0.06,0.4,0.4,Matches,dijon
691,Jhonder Cádiz,ve VEN,"FW,MF",24.0,13.8,4,38,14,36.8,2.75,1.01,0.08,0.21,14.4,0.0,1,1,2.5,2.5,0.08,-0.5,-0.5,Matches,dijon
692,Rúnar Alex Rúnarsson,is ISL,GK,24.0,13.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,dijon
693,Senou Coulibaly,ml MLI,DF,24.0,10.7,0,6,1,16.7,0.56,0.09,0.0,0.0,8.8,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,dijon
694,Nayef Aguerd,ma MAR,DF,23.0,10.6,1,5,1,20.0,0.47,0.09,0.2,1.0,18.6,1.0,0,0,0.7,0.7,0.13,0.3,0.3,Matches,dijon
695,Frédéric Sammaritano,fr FRA,"MF,FW",33.0,8.9,2,10,3,30.0,1.12,0.34,0.2,0.67,22.2,3.0,0,0,0.5,0.5,0.06,0.5,0.5,Matches,dijon
696,Muzinga Ngonda,cd COD,DF,24.0,7.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,dijon
697,Florent Balmont,fr FRA,MF,39.0,7.0,0,8,3,37.5,1.15,0.43,0.0,0.0,31.2,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,dijon
698,Bryan Soumaré,fr FRA,"MF,FW",20.0,6.7,0,6,4,66.7,0.9,0.6,0.0,0.0,22.4,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,dijon
699,Matheus Pereira da Silva,br BRA,"MF,FW",21.0,5.2,0,11,3,27.3,2.13,0.58,0.0,0.0,25.7,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,dijon
700,Jordan Marié,fr FRA,MF,27.0,4.6,0,1,0,0.0,0.22,0.0,0.0,,30.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,dijon
701,Enzo Loiodice,fr FRA,MF,18.0,2.4,0,3,0,0.0,1.24,0.0,0.0,,25.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,dijon
702,Yassine Benzia,dz ALG,MF,24.0,2.2,0,4,0,0.0,1.78,0.0,0.0,,24.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,dijon
703,Ahmad Ngouyamsa,cm CMR,DF,18.0,1.9,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,dijon
704,Benjamin Jeannot,fr FRA,MF,27.0,1.9,0,5,3,60.0,2.69,1.62,0.0,0.0,21.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,dijon
705,Jules Keita,gn GUI,"MF,FW",21.0,1.8,0,3,0,0.0,1.71,0.0,0.0,,18.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,dijon
706,Rayan Philippe,fr FRA,"DF,FW",18.0,0.3,0,1,0,0.0,3.0,0.0,0.0,,15.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,dijon
707,Achraf Hakimi,ma MAR,"DF,FW",20.0,39.7,9,57,26,45.6,1.44,0.66,0.16,0.35,15.6,3.0,0,0,5.9,5.9,0.11,3.1,3.1,Matches,Dortmund
708,Roman Bürki,ch SUI,GK,28.0,38.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
709,Mats Hummels,de GER,DF,30.0,38.7,1,31,7,22.6,0.8,0.18,0.03,0.14,9.2,0.0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches,Dortmund
710,Jadon Sancho,eng ENG,FW,19.0,36.3,20,81,43,53.1,2.23,1.18,0.25,0.47,15.7,2.0,0,0,11.5,11.5,0.16,7.5,7.5,Matches,Dortmund
711,Axel Witsel,be BEL,MF,30.0,35.7,4,38,7,18.4,1.06,0.2,0.11,0.57,19.6,0.0,0,0,2.4,2.4,0.07,1.6,1.6,Matches,Dortmund
712,Manuel Akanji,ch SUI,DF,24.0,35.5,0,14,2,14.3,0.39,0.06,0.0,0.0,20.5,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,Dortmund
713,Thorgan Hazard,be BEL,FW,26.0,34.2,7,61,24,39.3,1.78,0.7,0.11,0.29,18.3,0.0,0,0,6.1,6.1,0.11,0.9,0.9,Matches,Dortmund
714,Raphaël Guerreiro,pt POR,DF,25.0,32.9,8,44,17,38.6,1.34,0.52,0.18,0.47,19.7,7.0,0,0,4.7,4.7,0.11,3.3,3.3,Matches,Dortmund
715,Julian Brandt,de GER,"MF,FW",23.0,31.9,7,47,21,44.7,1.47,0.66,0.15,0.33,16.6,0.0,0,0,4.8,4.8,0.11,0.2,0.2,Matches,Dortmund
716,Łukasz Piszczek,pl POL,DF,34.0,30.3,1,12,5,41.7,0.4,0.17,0.08,0.2,17.8,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Matches,Dortmund
717,Marco Reus,de GER,"FW,MF",30.0,23.5,12,62,30,48.4,2.64,1.28,0.18,0.37,15.1,3.0,1,2,12.2,10.7,0.19,-1.2,-0.7,Matches,Dortmund
718,Julian Weigl,de GER,"MF,DF",23.0,18.1,1,12,5,41.7,0.66,0.28,0.08,0.2,23.3,0.0,0,0,0.3,0.3,0.03,0.7,0.7,Matches,Dortmund
719,Dan-Axel Zagadou,fr FRA,DF,20.0,15.8,1,7,3,42.9,0.44,0.19,0.14,0.33,21.3,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches,Dortmund
720,Erling Haaland,no NOR,FW,19.0,14.3,16,42,24,57.1,2.93,1.68,0.38,0.67,12.0,0.0,0,0,8.9,8.9,0.23,6.1,6.1,Matches,Dortmund
721,Nico Schulz,de GER,"DF,MF",26.0,13.0,1,12,3,25.0,0.93,0.23,0.08,0.33,13.3,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches,Dortmund
722,Emre Can,de GER,MF,25.0,12.6,2,17,4,23.5,1.35,0.32,0.12,0.5,18.0,0.0,0,0,0.9,0.9,0.05,1.1,1.1,Matches,Dortmund
723,Thomas Delaney,dk DEN,MF,27.0,11.9,0,3,0,0.0,0.25,0.0,0.0,,7.4,0.0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches,Dortmund
724,Paco Alcácer,es ESP,FW,25.0,9.1,7,29,11,37.9,3.17,1.2,0.24,0.64,12.5,1.0,0,0,4.4,4.4,0.23,0.6,0.6,Matches,Dortmund
725,Marwin Hitz,ch SUI,GK,31.0,7.2,0,1,0,0.0,0.14,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
726,Mario Götze,de GER,FW,27.0,6.9,3,9,4,44.4,1.31,0.58,0.22,0.5,11.3,0.0,1,1,2.2,1.5,0.17,0.8,0.5,Matches,Dortmund
727,Mahmoud Dahoud,de GER,"MF,FW",23.0,6.5,0,13,4,30.8,1.99,0.61,0.0,0.0,20.4,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,Dortmund
728,Gio Reyna,us USA,"FW,MF",16.0,4.7,1,7,4,57.1,1.49,0.85,0.14,0.25,18.6,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,Dortmund
729,Mateu Morey,es ESP,"DF,FW",19.0,2.2,0,2,1,50.0,0.91,0.46,0.0,0.0,19.6,0.0,0,0,0.6,0.6,0.29,-0.6,-0.6,Matches,Dortmund
730,Jacob Bruun Larsen,dk DEN,FW,20.0,1.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
731,Leonardo Balerdi,ar ARG,DF,20.0,1.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
732,Ömer Toprak,tr TUR,DF,30.0,1.0,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Dortmund
733,Marcel Schmelzer,de GER,FW,31.0,0.7,1,2,1,50.0,2.69,1.34,0.5,1.0,9.5,0.0,0,0,0.6,0.6,0.28,0.4,0.4,Matches,Dortmund
734,Tobias Raschl,de GER,MF,19.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dortmund
735,Marius Wolf,de GER,"DF,FW",24.0,0.1,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches,Dortmund
736,Matthias Zimmermann,de GER,"DF,MF",27.0,36.1,2,21,2,9.5,0.58,0.06,0.1,1.0,22.7,0.0,0,0,0.7,0.7,0.04,0.3,0.3,Matches,Dusseldorf
737,Kaan Ayhan,tr TUR,DF,24.0,34.0,2,30,4,13.3,0.88,0.12,0.07,0.5,16.6,7.0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches,Dusseldorf
738,Rouwen Hennings,de GER,FW,31.0,32.0,19,90,33,36.7,2.81,1.03,0.16,0.42,17.1,2.0,5,6,9.3,6.3,0.09,5.7,4.7,Matches,Dusseldorf
739,André Hoffmann,de GER,DF,26.0,29.3,2,13,4,30.8,0.44,0.14,0.15,0.5,15.3,0.0,0,0,1.2,1.2,0.09,0.8,0.8,Matches,Dusseldorf
740,Erik Thommy,de GER,"DF,FW",24.0,27.8,6,69,24,34.8,2.48,0.86,0.09,0.25,22.0,2.0,0,0,3.6,3.6,0.06,2.4,2.4,Matches,Dusseldorf
741,Niko Gießelmann,de GER,DF,27.0,26.2,1,18,3,16.7,0.69,0.11,0.06,0.33,21.7,2.0,0,0,0.6,0.6,0.04,0.4,0.4,Matches,Dusseldorf
742,Alfredo Morales,us USA,MF,29.0,23.9,1,26,8,30.8,1.09,0.33,0.04,0.13,19.5,1.0,0,0,1.0,1.0,0.05,0.0,0.0,Matches,Dusseldorf
743,Adam Bodzek,de GER,MF,33.0,23.0,0,9,4,44.4,0.39,0.17,0.0,0.0,17.5,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,Dusseldorf
744,Florian Kastenmeier,de GER,GK,22.0,20.3,0,1,0,0.0,0.05,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dusseldorf
745,Zack Steffen,us USA,GK,24.0,18.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dusseldorf
746,Markus Suttner,at AUT,"DF,MF",32.0,16.2,0,15,1,6.7,0.93,0.06,0.0,0.0,26.0,3.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,Dusseldorf
747,Kevin Stöger,at AUT,MF,25.0,15.9,1,27,8,29.6,1.7,0.5,0.04,0.13,23.6,1.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,Dusseldorf
748,Kenan Karaman,tr TUR,FW,25.0,15.9,6,33,12,36.4,2.08,0.76,0.18,0.5,15.4,0.0,0,0,4.2,4.2,0.14,1.8,1.8,Matches,Dusseldorf
749,Dawid Kownacki,pl POL,"FW,MF",22.0,13.1,0,31,13,41.9,2.36,0.99,0.0,0.0,15.6,0.0,0,0,2.0,2.0,0.07,-2.0,-2.0,Matches,Dusseldorf
750,Kasim Nuhu,gh GHA,DF,24.0,12.3,2,7,4,57.1,0.57,0.33,0.29,0.5,6.8,0.0,0,0,0.8,0.8,0.13,0.2,0.2,Matches,Dusseldorf
751,Valon Berisha,xk KVX,"MF,FW",26.0,10.5,0,12,3,25.0,1.15,0.29,0.0,0.0,19.5,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,Dusseldorf
752,Marcel Sobottka,de GER,MF,25.0,9.3,0,7,1,14.3,0.75,0.11,0.0,0.0,21.1,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,Dusseldorf
753,Jean Zimmer,de GER,"DF,MF",25.0,8.9,0,10,2,20.0,1.12,0.22,0.0,0.0,21.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,Dusseldorf
754,Oliver Fink,de GER,"MF,FW",37.0,8.5,0,12,1,8.3,1.41,0.12,0.0,0.0,13.6,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Dusseldorf
755,Opoku Ampomah,gh GHA,FW,23.0,7.9,2,23,8,34.8,2.91,1.01,0.09,0.25,19.7,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,Dusseldorf
756,Mathias Jørgensen,dk DEN,DF,29.0,7.9,1,3,2,66.7,0.38,0.25,0.33,0.5,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dusseldorf
757,Lewis Baker,eng ENG,MF,24.0,7.2,0,17,5,29.4,2.36,0.69,0.0,0.0,25.4,2.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,Dusseldorf
758,Steven Skrzybski,de GER,"FW,MF",26.0,6.4,1,17,1,5.9,2.65,0.16,0.06,1.0,19.6,0.0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches,Dusseldorf
759,Bernard Tekpetey,gh GHA,"FW,MF",21.0,5.5,0,12,1,8.3,2.19,0.18,0.0,0.0,24.1,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,Dusseldorf
760,Kelvin Ofori,gh GHA,"MF,FW",18.0,2.7,1,13,5,38.5,4.78,1.84,0.08,0.2,25.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,Dusseldorf
761,Aymen Barkok,ma MAR,"FW,MF",21.0,2.2,0,1,1,100.0,0.45,0.45,0.0,0.0,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Dusseldorf
